"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"26","-0.05 (0.33, CI: -0.7, 0.58)","-0.78 (0.28, CI: -1.33, -0.22)","-1.32 (0.35, CI: -2.03, -0.67)","-1.51 (0.4, CI: -2.27, -0.69)","-1.57 (0.47, CI: -2.5, -0.64)","-1.73 (0.57, CI: -2.78, -0.56)","-1.99 (0.65, CI: -3.24, -0.68)","-2.3 (0.75, CI: -3.69, -0.74)","-2.54 (0.86, CI: -4.27, -0.9)","-2.67 (0.96, CI: -4.6, -0.85)","-2.63 (1.04, CI: -4.7, -0.62)","-2.5 (1.12, CI: -4.64, -0.24)","-2.29 (1.21, CI: -4.55, 0.2)","-22.72 (7.64, CI: -37.15, -7.21)","1.8",NA,"Yes"
"85","0.19 (0.37, CI: -0.55, 0.88)","-3.9 (0.36, CI: -4.58, -3.16)","-7.8 (0.49, CI: -8.76, -6.83)","-11.34 (0.6, CI: -12.5, -10.15)","-14.41 (0.7, CI: -15.79, -13.04)","-17 (0.84, CI: -18.69, -15.38)","-19.18 (0.99, CI: -21.01, -17.14)","-20.95 (1.1, CI: -23.13, -18.82)","-22.38 (1.23, CI: -24.81, -19.97)","-23.51 (1.4, CI: -26.18, -20.71)","-24.39 (1.53, CI: -27.29, -21.29)","-25.07 (1.66, CI: -28.24, -21.73)","-25.62 (1.79, CI: -29.06, -22.04)","-202.73 (11.26, CI: -224.96, -180.81)","0.97",NA,"Yes"
"92","0.03 (0.2, CI: -0.37, 0.42)","-0.69 (0.22, CI: -1.12, -0.27)","-1.3 (0.36, CI: -1.99, -0.59)","-1.7 (0.48, CI: -2.66, -0.77)","-1.84 (0.59, CI: -2.96, -0.63)","-1.89 (0.7, CI: -3.29, -0.56)","-2.01 (0.79, CI: -3.48, -0.39)","-2.24 (0.84, CI: -3.86, -0.56)","-2.47 (0.9, CI: -4.25, -0.72)","-2.6 (0.95, CI: -4.46, -0.72)","-2.52 (1.01, CI: -4.52, -0.56)","-2.26 (1.06, CI: -4.45, -0.29)","-1.88 (1.15, CI: -4.06, 0.44)","-22.48 (7.92, CI: -37.83, -6.8)","0.17",NA,"Yes"
"97","0.07 (0.42, CI: -0.76, 0.87)","-4.15 (0.39, CI: -4.89, -3.37)","-8.02 (0.49, CI: -9, -7.09)","-11.34 (0.58, CI: -12.57, -10.28)","-14.2 (0.7, CI: -15.67, -12.91)","-16.74 (0.84, CI: -18.39, -15.1)","-18.99 (0.98, CI: -21.01, -17.17)","-20.92 (1.13, CI: -23.19, -18.74)","-22.52 (1.3, CI: -25.22, -20.14)","-23.76 (1.44, CI: -26.72, -21.07)","-24.66 (1.58, CI: -27.99, -21.81)","-25.29 (1.71, CI: -28.83, -22.13)","-25.75 (1.85, CI: -29.46, -22.22)","-203.39 (11.68, CI: -227.1, -181.33)","2.35",NA,"Yes"
"61","0.19 (0.37, CI: -0.52, 0.91)","-3.91 (0.37, CI: -4.65, -3.19)","-7.82 (0.5, CI: -8.8, -6.83)","-11.36 (0.62, CI: -12.58, -10.14)","-14.4 (0.72, CI: -15.85, -13.02)","-17 (0.86, CI: -18.72, -15.35)","-19.17 (1, CI: -21.24, -17.32)","-20.97 (1.12, CI: -23.16, -18.75)","-22.41 (1.27, CI: -24.83, -19.85)","-23.55 (1.44, CI: -26.25, -20.62)","-24.43 (1.57, CI: -27.29, -21.14)","-25.1 (1.7, CI: -28.32, -21.67)","-25.67 (1.85, CI: -29.15, -21.91)","-202.9 (11.56, CI: -224.86, -179.53)","0.98",NA,"Yes"
"116","0.03 (0.2, CI: -0.38, 0.42)","-0.69 (0.22, CI: -1.13, -0.27)","-1.3 (0.36, CI: -2.02, -0.62)","-1.7 (0.47, CI: -2.68, -0.82)","-1.86 (0.58, CI: -3.06, -0.77)","-1.91 (0.7, CI: -3.39, -0.66)","-2.03 (0.78, CI: -3.68, -0.63)","-2.27 (0.83, CI: -4, -0.75)","-2.52 (0.88, CI: -4.32, -0.86)","-2.65 (0.95, CI: -4.41, -0.69)","-2.57 (1, CI: -4.53, -0.62)","-2.3 (1.04, CI: -4.32, -0.22)","-1.95 (1.12, CI: -4.2, 0.18)","-22.73 (7.78, CI: -38.62, -8.12)","0.17",NA,"Yes"
"38","0.04 (0.28, CI: -0.53, 0.57)","-0.71 (0.27, CI: -1.22, -0.15)","-1.35 (0.37, CI: -2.05, -0.62)","-1.74 (0.44, CI: -2.6, -0.87)","-1.87 (0.5, CI: -2.83, -0.87)","-1.88 (0.61, CI: -3.01, -0.62)","-1.97 (0.71, CI: -3.36, -0.57)","-2.19 (0.78, CI: -3.66, -0.59)","-2.45 (0.87, CI: -4.24, -0.83)","-2.62 (0.98, CI: -4.47, -0.63)","-2.62 (1.08, CI: -4.71, -0.49)","-2.48 (1.16, CI: -4.7, -0.14)","-2.24 (1.27, CI: -4.69, 0.29)","-23.01 (7.86, CI: -38.66, -7.86)","0.54",NA,"Yes"
"73","0.07 (0.42, CI: -0.73, 0.9)","-4.13 (0.38, CI: -4.85, -3.38)","-8.01 (0.48, CI: -8.95, -7.09)","-11.32 (0.57, CI: -12.48, -10.26)","-14.18 (0.69, CI: -15.51, -12.83)","-16.71 (0.82, CI: -18.36, -15.15)","-18.96 (0.95, CI: -20.99, -17.25)","-20.9 (1.1, CI: -23.15, -18.84)","-22.49 (1.24, CI: -24.93, -20.06)","-23.73 (1.38, CI: -26.39, -20.98)","-24.61 (1.51, CI: -27.69, -21.77)","-25.25 (1.64, CI: -28.44, -22.01)","-25.72 (1.79, CI: -29.26, -22.26)","-203.24 (11.29, CI: -227.01, -182.74)","2.34",NA,"Yes"
"74","-0.05 (0.33, CI: -0.72, 0.56)","-0.8 (0.29, CI: -1.39, -0.25)","-1.33 (0.36, CI: -2.06, -0.65)","-1.52 (0.41, CI: -2.3, -0.68)","-1.58 (0.5, CI: -2.53, -0.58)","-1.74 (0.58, CI: -2.86, -0.57)","-2.01 (0.66, CI: -3.29, -0.69)","-2.32 (0.76, CI: -3.76, -0.78)","-2.57 (0.86, CI: -4.2, -0.81)","-2.69 (0.96, CI: -4.55, -0.78)","-2.66 (1.05, CI: -4.66, -0.54)","-2.54 (1.14, CI: -4.7, -0.21)","-2.34 (1.26, CI: -4.85, 0.09)","-22.92 (7.92, CI: -38.06, -6.99)","1.8",NA,"Yes"
"37","0.19 (0.37, CI: -0.54, 0.93)","-3.91 (0.37, CI: -4.64, -3.18)","-7.81 (0.5, CI: -8.79, -6.82)","-11.36 (0.62, CI: -12.57, -10.13)","-14.4 (0.72, CI: -15.73, -12.91)","-16.98 (0.87, CI: -18.63, -15.22)","-19.16 (1.01, CI: -21.06, -17.1)","-20.95 (1.14, CI: -23.1, -18.62)","-22.39 (1.28, CI: -24.91, -19.88)","-23.53 (1.44, CI: -26.2, -20.56)","-24.4 (1.58, CI: -27.42, -21.23)","-25.07 (1.72, CI: -28.16, -21.44)","-25.59 (1.84, CI: -29.13, -21.92)","-202.67 (11.63, CI: -223.96, -178.37)","0.98",NA,"Yes"
"79","0.05 (0.26, CI: -0.46, 0.55)","-4.14 (0.28, CI: -4.7, -3.6)","-8.01 (0.47, CI: -8.98, -7.15)","-11.34 (0.64, CI: -12.66, -10.15)","-14.22 (0.8, CI: -15.75, -12.61)","-16.76 (0.96, CI: -18.54, -14.8)","-19.01 (1.08, CI: -21.12, -16.87)","-20.96 (1.18, CI: -23.19, -18.55)","-22.56 (1.27, CI: -24.94, -19.94)","-23.76 (1.34, CI: -26.22, -20.95)","-24.67 (1.41, CI: -27.29, -21.75)","-25.34 (1.48, CI: -28.27, -22.46)","-25.82 (1.57, CI: -28.89, -22.72)","-203.69 (11.44, CI: -224.36, -179.51)","0.95",NA,"Yes"
"86","0.03 (0.28, CI: -0.53, 0.58)","-0.71 (0.26, CI: -1.22, -0.2)","-1.33 (0.36, CI: -2.07, -0.65)","-1.72 (0.44, CI: -2.59, -0.87)","-1.85 (0.5, CI: -2.89, -0.92)","-1.87 (0.62, CI: -3.03, -0.6)","-1.96 (0.73, CI: -3.31, -0.44)","-2.18 (0.81, CI: -3.67, -0.49)","-2.43 (0.91, CI: -4.22, -0.65)","-2.59 (1.03, CI: -4.6, -0.56)","-2.59 (1.13, CI: -4.73, -0.31)","-2.44 (1.21, CI: -4.9, -0.15)","-2.19 (1.33, CI: -4.98, 0.24)","-22.76 (8.08, CI: -38.35, -6.69)","0.52",NA,"No"
"109","0.19 (0.37, CI: -0.57, 0.88)","-3.9 (0.37, CI: -4.64, -3.19)","-7.81 (0.5, CI: -8.78, -6.81)","-11.35 (0.62, CI: -12.56, -10.11)","-14.4 (0.71, CI: -15.83, -13.04)","-16.98 (0.86, CI: -18.65, -15.29)","-19.16 (1.01, CI: -21.02, -17.07)","-20.94 (1.12, CI: -23.13, -18.73)","-22.38 (1.26, CI: -24.75, -19.8)","-23.52 (1.43, CI: -26.23, -20.64)","-24.39 (1.57, CI: -27.46, -21.3)","-25.07 (1.7, CI: -28.43, -21.76)","-25.6 (1.85, CI: -29.15, -21.91)","-202.62 (11.62, CI: -224.15, -178.59)","0.98",NA,"Yes"
"121","0.06 (0.41, CI: -0.78, 0.84)","-4.14 (0.39, CI: -4.86, -3.35)","-8.01 (0.47, CI: -8.94, -7.09)","-11.34 (0.57, CI: -12.42, -10.2)","-14.21 (0.68, CI: -15.6, -12.92)","-16.76 (0.81, CI: -18.39, -15.2)","-19.01 (0.95, CI: -20.95, -17.23)","-20.94 (1.1, CI: -23.07, -18.75)","-22.54 (1.25, CI: -24.91, -20)","-23.77 (1.39, CI: -26.53, -21.06)","-24.67 (1.53, CI: -27.62, -21.64)","-25.32 (1.66, CI: -28.61, -22.11)","-25.8 (1.81, CI: -29.35, -22.28)","-203.58 (11.4, CI: -226, -181.33)","2.34",NA,"Yes"
"55","0.05 (0.26, CI: -0.43, 0.57)","-4.15 (0.28, CI: -4.72, -3.63)","-8.03 (0.45, CI: -8.89, -7.11)","-11.36 (0.61, CI: -12.53, -10.12)","-14.24 (0.78, CI: -15.76, -12.7)","-16.78 (0.92, CI: -18.62, -15.02)","-19.04 (1.03, CI: -21.15, -17.1)","-20.98 (1.13, CI: -23.19, -18.75)","-22.57 (1.22, CI: -24.94, -20.16)","-23.8 (1.29, CI: -26.25, -21.19)","-24.71 (1.37, CI: -27.4, -22.04)","-25.35 (1.44, CI: -28.34, -22.69)","-25.81 (1.52, CI: -28.68, -22.74)","-203.88 (10.93, CI: -226.86, -184.01)","0.95",NA,"Yes"
"104","-0.05 (0.22, CI: -0.5, 0.36)","-0.79 (0.21, CI: -1.22, -0.39)","-1.3 (0.34, CI: -1.98, -0.64)","-1.48 (0.45, CI: -2.34, -0.59)","-1.53 (0.55, CI: -2.66, -0.49)","-1.69 (0.64, CI: -2.96, -0.45)","-1.99 (0.71, CI: -3.4, -0.6)","-2.32 (0.78, CI: -3.91, -0.87)","-2.57 (0.84, CI: -4.23, -0.95)","-2.64 (0.9, CI: -4.43, -0.9)","-2.5 (0.95, CI: -4.34, -0.62)","-2.23 (1, CI: -4.19, -0.25)","-1.87 (1.1, CI: -4.09, 0.21)","-21.99 (7.36, CI: -36.54, -7.68)","0.67",NA,"Yes"
"80","-0.05 (0.22, CI: -0.49, 0.36)","-0.79 (0.21, CI: -1.22, -0.41)","-1.31 (0.33, CI: -2, -0.71)","-1.49 (0.44, CI: -2.37, -0.66)","-1.53 (0.55, CI: -2.56, -0.4)","-1.7 (0.63, CI: -2.98, -0.49)","-2.02 (0.7, CI: -3.45, -0.7)","-2.34 (0.77, CI: -3.9, -0.89)","-2.58 (0.83, CI: -4.11, -0.87)","-2.66 (0.87, CI: -4.38, -0.95)","-2.53 (0.93, CI: -4.37, -0.73)","-2.26 (1, CI: -4.32, -0.39)","-1.9 (1.1, CI: -4, 0.3)","-22.11 (7.25, CI: -36.66, -8.25)","0.66",NA,"Yes"
"134","0.03 (0.28, CI: -0.54, 0.57)","-0.71 (0.27, CI: -1.24, -0.19)","-1.34 (0.37, CI: -2.09, -0.66)","-1.74 (0.44, CI: -2.64, -0.9)","-1.88 (0.5, CI: -2.87, -0.91)","-1.9 (0.6, CI: -3.06, -0.71)","-1.99 (0.69, CI: -3.3, -0.58)","-2.22 (0.77, CI: -3.77, -0.77)","-2.48 (0.87, CI: -4.29, -0.87)","-2.66 (0.99, CI: -4.59, -0.71)","-2.66 (1.08, CI: -4.78, -0.54)","-2.51 (1.16, CI: -4.87, -0.31)","-2.27 (1.26, CI: -4.71, 0.23)","-23.23 (7.7, CI: -37.88, -7.7)","0.54",NA,"Yes"
"122","-0.06 (0.32, CI: -0.73, 0.55)","-0.79 (0.29, CI: -1.36, -0.2)","-1.31 (0.36, CI: -2.01, -0.6)","-1.5 (0.41, CI: -2.3, -0.71)","-1.55 (0.48, CI: -2.52, -0.62)","-1.71 (0.58, CI: -2.85, -0.58)","-1.98 (0.67, CI: -3.21, -0.57)","-2.29 (0.77, CI: -3.77, -0.76)","-2.53 (0.88, CI: -4.19, -0.73)","-2.65 (0.98, CI: -4.58, -0.75)","-2.61 (1.06, CI: -4.61, -0.45)","-2.47 (1.15, CI: -4.73, -0.24)","-2.27 (1.25, CI: -4.79, 0.1)","-22.44 (7.9, CI: -38.15, -7.2)","1.8",NA,"Yes"
"31","0.05 (0.25, CI: -0.44, 0.55)","-4.16 (0.28, CI: -4.7, -3.62)","-8.05 (0.45, CI: -8.92, -7.16)","-11.4 (0.61, CI: -12.63, -10.24)","-14.28 (0.76, CI: -15.83, -12.85)","-16.84 (0.9, CI: -18.77, -15.24)","-19.1 (1.01, CI: -21.2, -17.23)","-21.06 (1.11, CI: -23.31, -18.96)","-22.66 (1.21, CI: -24.98, -20.25)","-23.9 (1.3, CI: -26.38, -21.29)","-24.81 (1.38, CI: -27.45, -22.04)","-25.48 (1.45, CI: -28.29, -22.59)","-25.97 (1.54, CI: -29.04, -22.99)","-204.75 (10.8, CI: -225.89, -183.53)","0.95",NA,"Yes"
"56","-0.05 (0.22, CI: -0.52, 0.36)","-0.78 (0.21, CI: -1.19, -0.38)","-1.3 (0.33, CI: -1.97, -0.67)","-1.48 (0.45, CI: -2.4, -0.65)","-1.52 (0.56, CI: -2.63, -0.44)","-1.69 (0.66, CI: -2.94, -0.37)","-2 (0.72, CI: -3.41, -0.57)","-2.33 (0.78, CI: -3.85, -0.78)","-2.56 (0.84, CI: -4.2, -0.89)","-2.62 (0.9, CI: -4.35, -0.81)","-2.48 (0.96, CI: -4.33, -0.59)","-2.21 (1.02, CI: -4.21, -0.21)","-1.85 (1.12, CI: -3.96, 0.43)","-21.98 (7.48, CI: -36.38, -7.06)","0.64",NA,"Yes"
"32","-0.05 (0.22, CI: -0.47, 0.39)","-0.79 (0.22, CI: -1.21, -0.36)","-1.31 (0.34, CI: -2.01, -0.67)","-1.49 (0.45, CI: -2.37, -0.62)","-1.54 (0.55, CI: -2.62, -0.45)","-1.71 (0.64, CI: -3, -0.49)","-2.02 (0.7, CI: -3.43, -0.68)","-2.34 (0.76, CI: -3.83, -0.83)","-2.59 (0.83, CI: -4.13, -0.88)","-2.66 (0.88, CI: -4.44, -0.99)","-2.53 (0.93, CI: -4.38, -0.74)","-2.25 (1, CI: -4.17, -0.26)","-1.89 (1.09, CI: -4.01, 0.25)","-22.22 (7.33, CI: -36.38, -7.63)","0.66",NA,"Yes"
"164","-0.02 (0.29, CI: -0.61, 0.55)","-0.73 (0.25, CI: -1.24, -0.25)","-1.25 (0.32, CI: -1.9, -0.64)","-1.62 (0.4, CI: -2.39, -0.87)","-1.86 (0.47, CI: -2.77, -0.95)","-2.02 (0.57, CI: -3.13, -0.92)","-2.16 (0.66, CI: -3.43, -0.85)","-2.29 (0.76, CI: -3.78, -0.78)","-2.41 (0.87, CI: -4.11, -0.7)","-2.51 (0.99, CI: -4.44, -0.54)","-2.54 (1.09, CI: -4.68, -0.36)","-2.5 (1.19, CI: -4.8, -0.1)","-2.35 (1.3, CI: -4.85, 0.22)","-23.08 (7.7, CI: -37.94, -8)","0.48","0.79","Yes"
"50","-0.06 (0.33, CI: -0.66, 0.63)","-0.79 (0.29, CI: -1.38, -0.24)","-1.32 (0.35, CI: -1.98, -0.6)","-1.5 (0.41, CI: -2.3, -0.68)","-1.56 (0.48, CI: -2.53, -0.63)","-1.72 (0.57, CI: -2.88, -0.63)","-1.99 (0.66, CI: -3.33, -0.74)","-2.29 (0.76, CI: -3.88, -0.9)","-2.53 (0.86, CI: -4.34, -0.96)","-2.64 (0.96, CI: -4.62, -0.84)","-2.61 (1.05, CI: -4.78, -0.66)","-2.47 (1.13, CI: -4.85, -0.41)","-2.27 (1.23, CI: -4.76, 0.07)","-22.55 (7.84, CI: -38.53, -7.81)","1.8",NA,"Yes"
"152","-0.02 (0.3, CI: -0.6, 0.57)","-0.73 (0.26, CI: -1.24, -0.24)","-1.26 (0.33, CI: -1.91, -0.6)","-1.62 (0.41, CI: -2.41, -0.79)","-1.85 (0.5, CI: -2.81, -0.89)","-2.01 (0.6, CI: -3.2, -0.84)","-2.14 (0.7, CI: -3.55, -0.75)","-2.28 (0.81, CI: -3.88, -0.7)","-2.4 (0.92, CI: -4.22, -0.61)","-2.49 (1.03, CI: -4.57, -0.49)","-2.52 (1.14, CI: -4.81, -0.33)","-2.47 (1.25, CI: -4.98, -0.03)","-2.32 (1.36, CI: -5.02, 0.4)","-22.96 (8.13, CI: -39.23, -7.19)","0.48","0.79","Yes"
"128","-0.05 (0.22, CI: -0.49, 0.37)","-0.81 (0.21, CI: -1.21, -0.39)","-1.34 (0.34, CI: -2.02, -0.7)","-1.54 (0.45, CI: -2.46, -0.7)","-1.59 (0.56, CI: -2.69, -0.51)","-1.77 (0.65, CI: -3.1, -0.56)","-2.08 (0.72, CI: -3.54, -0.73)","-2.41 (0.77, CI: -3.95, -0.93)","-2.66 (0.82, CI: -4.29, -1.06)","-2.73 (0.89, CI: -4.59, -1.11)","-2.6 (0.94, CI: -4.48, -0.82)","-2.32 (1, CI: -4.27, -0.35)","-1.95 (1.1, CI: -4.15, 0.15)","-22.88 (7.41, CI: -37.25, -8.19)","0.65",NA,"Yes"
"44","0.04 (0.2, CI: -0.36, 0.42)","-0.69 (0.22, CI: -1.13, -0.27)","-1.32 (0.35, CI: -2.04, -0.66)","-1.72 (0.48, CI: -2.68, -0.81)","-1.88 (0.58, CI: -3, -0.72)","-1.95 (0.7, CI: -3.3, -0.55)","-2.08 (0.8, CI: -3.61, -0.49)","-2.31 (0.85, CI: -3.98, -0.65)","-2.54 (0.9, CI: -4.38, -0.86)","-2.67 (0.95, CI: -4.39, -0.66)","-2.58 (0.99, CI: -4.51, -0.63)","-2.33 (1.05, CI: -4.37, -0.27)","-1.96 (1.13, CI: -4.17, 0.27)","-23.05 (7.9, CI: -38.07, -7.09)","0.17",NA,"Yes"
"43","0.2 (0.25, CI: -0.29, 0.67)","-3.87 (0.28, CI: -4.42, -3.34)","-7.78 (0.46, CI: -8.63, -6.83)","-11.33 (0.62, CI: -12.56, -10.12)","-14.4 (0.78, CI: -16.03, -12.97)","-17.02 (0.93, CI: -18.87, -15.24)","-19.21 (1.06, CI: -21.25, -17.09)","-20.97 (1.15, CI: -23.22, -18.7)","-22.4 (1.24, CI: -24.86, -20.02)","-23.52 (1.31, CI: -26.13, -21.02)","-24.42 (1.38, CI: -27, -21.61)","-25.13 (1.44, CI: -27.94, -22.31)","-25.72 (1.5, CI: -28.66, -22.77)","-202.68 (10.97, CI: -224.74, -181.74)","0.22",NA,"Yes"
"98","-0.06 (0.33, CI: -0.72, 0.57)","-0.79 (0.29, CI: -1.34, -0.21)","-1.32 (0.36, CI: -2, -0.61)","-1.52 (0.41, CI: -2.31, -0.71)","-1.57 (0.5, CI: -2.62, -0.68)","-1.72 (0.59, CI: -2.93, -0.63)","-2 (0.67, CI: -3.38, -0.76)","-2.31 (0.77, CI: -3.83, -0.8)","-2.55 (0.88, CI: -4.27, -0.84)","-2.67 (0.97, CI: -4.58, -0.78)","-2.64 (1.06, CI: -4.69, -0.55)","-2.5 (1.14, CI: -4.79, -0.32)","-2.3 (1.24, CI: -4.69, 0.18)","-22.78 (7.89, CI: -39.38, -8.43)","1.8",NA,"Yes"
"176","-0.02 (0.29, CI: -0.59, 0.55)","-0.72 (0.26, CI: -1.23, -0.24)","-1.25 (0.33, CI: -1.91, -0.6)","-1.61 (0.4, CI: -2.4, -0.82)","-1.84 (0.48, CI: -2.78, -0.89)","-2.01 (0.58, CI: -3.11, -0.85)","-2.14 (0.68, CI: -3.45, -0.77)","-2.27 (0.78, CI: -3.78, -0.72)","-2.39 (0.9, CI: -4.12, -0.62)","-2.48 (1.01, CI: -4.43, -0.5)","-2.52 (1.12, CI: -4.69, -0.32)","-2.47 (1.22, CI: -4.83, -0.09)","-2.31 (1.34, CI: -4.93, 0.27)","-22.85 (7.92, CI: -38.2, -7.13)","0.5","0.79","Yes"
"133","0.2 (0.38, CI: -0.6, 0.89)","-3.89 (0.37, CI: -4.58, -3.14)","-7.81 (0.49, CI: -8.75, -6.84)","-11.35 (0.6, CI: -12.54, -10.18)","-14.39 (0.71, CI: -15.85, -13.05)","-16.99 (0.87, CI: -18.67, -15.27)","-19.15 (1.02, CI: -21.02, -17.03)","-20.94 (1.13, CI: -23.18, -18.75)","-22.38 (1.27, CI: -24.99, -20.02)","-23.51 (1.43, CI: -26.35, -20.76)","-24.39 (1.55, CI: -27.29, -21.2)","-25.04 (1.66, CI: -28.27, -21.76)","-25.59 (1.83, CI: -28.96, -21.78)","-202.55 (11.44, CI: -224.73, -179.86)","0.97",NA,"Yes"
"127","0.04 (0.25, CI: -0.44, 0.55)","-4.14 (0.29, CI: -4.72, -3.58)","-8.01 (0.47, CI: -8.95, -7.11)","-11.35 (0.65, CI: -12.65, -10.11)","-14.21 (0.81, CI: -15.82, -12.63)","-16.75 (0.96, CI: -18.55, -14.8)","-19.01 (1.07, CI: -21.07, -16.86)","-20.94 (1.16, CI: -23.18, -18.62)","-22.53 (1.24, CI: -24.93, -20.07)","-23.76 (1.32, CI: -26.39, -21.22)","-24.67 (1.38, CI: -27.3, -21.91)","-25.35 (1.45, CI: -28.04, -22.35)","-25.84 (1.54, CI: -28.74, -22.7)","-203.63 (11.25, CI: -225.64, -181.52)","0.94",NA,"Yes"
"103","0.05 (0.25, CI: -0.45, 0.55)","-4.15 (0.28, CI: -4.73, -3.62)","-8.03 (0.46, CI: -8.97, -7.15)","-11.37 (0.64, CI: -12.66, -10.16)","-14.25 (0.82, CI: -15.86, -12.66)","-16.8 (0.96, CI: -18.74, -14.98)","-19.06 (1.07, CI: -21.17, -16.98)","-21.01 (1.17, CI: -23.33, -18.75)","-22.6 (1.25, CI: -25.16, -20.28)","-23.83 (1.32, CI: -26.53, -21.34)","-24.74 (1.38, CI: -27.41, -22.02)","-25.39 (1.45, CI: -28.16, -22.46)","-25.89 (1.53, CI: -28.84, -22.84)","-204.19 (11.23, CI: -225.89, -181.87)","0.94",NA,"Yes"
"200","-0.02 (0.29, CI: -0.57, 0.56)","-0.74 (0.26, CI: -1.25, -0.25)","-1.26 (0.33, CI: -1.92, -0.62)","-1.62 (0.41, CI: -2.43, -0.84)","-1.85 (0.49, CI: -2.84, -0.92)","-2.01 (0.59, CI: -3.19, -0.9)","-2.14 (0.69, CI: -3.49, -0.85)","-2.28 (0.79, CI: -3.84, -0.77)","-2.39 (0.91, CI: -4.18, -0.71)","-2.48 (1.03, CI: -4.5, -0.6)","-2.52 (1.14, CI: -4.76, -0.4)","-2.47 (1.25, CI: -4.94, -0.18)","-2.31 (1.35, CI: -4.97, 0.23)","-22.93 (8.06, CI: -39.02, -8)","0.49","0.79","Yes"
"163","0.25 (0.38, CI: -0.51, 0.98)","-4.23 (0.36, CI: -4.93, -3.53)","-8.1 (0.47, CI: -9.03, -7.19)","-11.46 (0.57, CI: -12.58, -10.37)","-14.41 (0.67, CI: -15.71, -13.12)","-16.97 (0.82, CI: -18.55, -15.4)","-19.13 (0.97, CI: -21.01, -17.24)","-20.93 (1.11, CI: -23.04, -18.72)","-22.44 (1.26, CI: -24.9, -19.93)","-23.74 (1.43, CI: -26.52, -20.85)","-24.82 (1.58, CI: -27.88, -21.63)","-25.57 (1.72, CI: -28.96, -22.14)","-25.92 (1.84, CI: -29.52, -22.24)","-204.62 (11.2, CI: -226.26, -182.1)","0.98","1.1","Yes"
"187","0.25 (0.37, CI: -0.46, 0.98)","-4.23 (0.36, CI: -4.9, -3.5)","-8.09 (0.48, CI: -9.01, -7.15)","-11.45 (0.57, CI: -12.55, -10.32)","-14.39 (0.68, CI: -15.7, -13.08)","-16.93 (0.82, CI: -18.53, -15.37)","-19.09 (0.96, CI: -20.95, -17.25)","-20.88 (1.1, CI: -23.06, -18.74)","-22.39 (1.26, CI: -24.86, -19.89)","-23.69 (1.43, CI: -26.49, -20.85)","-24.76 (1.59, CI: -27.85, -21.61)","-25.52 (1.73, CI: -28.85, -22.08)","-25.84 (1.85, CI: -29.4, -22.17)","-204.22 (11.24, CI: -225.98, -181.77)","0.97","1.1","Yes"
"175","0.25 (0.38, CI: -0.5, 1)","-4.23 (0.36, CI: -4.92, -3.52)","-8.09 (0.47, CI: -9.01, -7.18)","-11.45 (0.56, CI: -12.58, -10.37)","-14.39 (0.67, CI: -15.74, -13.13)","-16.93 (0.81, CI: -18.59, -15.4)","-19.08 (0.95, CI: -21.01, -17.29)","-20.88 (1.08, CI: -23.01, -18.86)","-22.38 (1.23, CI: -24.83, -20.01)","-23.68 (1.38, CI: -26.41, -21.02)","-24.75 (1.54, CI: -27.84, -21.77)","-25.5 (1.68, CI: -28.85, -22.23)","-25.83 (1.82, CI: -29.43, -22.39)","-204.15 (10.95, CI: -226.36, -183.27)","0.97","1.1","Yes"
"151","0.25 (0.38, CI: -0.5, 0.99)","-4.22 (0.36, CI: -4.93, -3.54)","-8.08 (0.46, CI: -8.98, -7.17)","-11.44 (0.55, CI: -12.49, -10.33)","-14.37 (0.65, CI: -15.63, -13.1)","-16.91 (0.78, CI: -18.48, -15.4)","-19.07 (0.92, CI: -20.93, -17.29)","-20.86 (1.05, CI: -23.01, -18.82)","-22.36 (1.19, CI: -24.78, -20.1)","-23.65 (1.34, CI: -26.33, -21.1)","-24.72 (1.49, CI: -27.67, -21.87)","-25.47 (1.62, CI: -28.69, -22.36)","-25.8 (1.75, CI: -29.3, -22.46)","-203.93 (10.6, CI: -225.5, -183.12)","0.98","1.09","Yes"
"188","-0.03 (0.3, CI: -0.62, 0.55)","-0.73 (0.26, CI: -1.25, -0.24)","-1.25 (0.33, CI: -1.9, -0.61)","-1.61 (0.4, CI: -2.4, -0.85)","-1.85 (0.47, CI: -2.79, -0.92)","-2.01 (0.57, CI: -3.16, -0.89)","-2.14 (0.67, CI: -3.45, -0.82)","-2.27 (0.77, CI: -3.79, -0.78)","-2.39 (0.88, CI: -4.05, -0.69)","-2.48 (0.99, CI: -4.38, -0.56)","-2.52 (1.1, CI: -4.59, -0.36)","-2.47 (1.2, CI: -4.78, -0.09)","-2.3 (1.32, CI: -4.89, 0.34)","-22.89 (7.77, CI: -37.93, -7.83)","0.5","0.79","Yes"
