"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"93","-3.27 (1.2, CI: -5.5, -0.8)","-6.33 (1.12, CI: -8.56, -4.17)","-9.39 (1.16, CI: -11.66, -7.1)","-12.41 (1.24, CI: -14.88, -10.02)","-15.35 (1.31, CI: -17.91, -12.78)","-18.08 (1.39, CI: -20.79, -15.36)","-20.45 (1.48, CI: -23.3, -17.5)","-22.39 (1.55, CI: -25.53, -19.47)","-23.91 (1.62, CI: -27.21, -20.86)","-25.06 (1.71, CI: -28.45, -21.76)","-25.86 (1.78, CI: -29.52, -22.53)","-26.35 (1.86, CI: -29.92, -22.63)","-26.66 (1.94, CI: -30.62, -22.99)","-220.52 (16.7, CI: -254.92, -189.45)","7.56",NA,"Yes"
"117","-3.27 (1.15, CI: -5.57, -1.06)","-6.35 (1.08, CI: -8.51, -4.28)","-9.41 (1.13, CI: -11.65, -7.23)","-12.45 (1.21, CI: -14.88, -10.16)","-15.4 (1.27, CI: -17.97, -13)","-18.15 (1.35, CI: -20.71, -15.43)","-20.54 (1.43, CI: -23.27, -17.68)","-22.49 (1.49, CI: -25.56, -19.72)","-24.03 (1.56, CI: -27.12, -21)","-25.21 (1.66, CI: -28.41, -21.92)","-25.99 (1.72, CI: -29.36, -22.63)","-26.5 (1.77, CI: -29.87, -22.94)","-26.82 (1.85, CI: -30.48, -23.21)","-221.5 (15.93, CI: -250.51, -188.06)","7.54",NA,"Yes"
"193","0.08 (0.68, CI: -1.26, 1.44)","-4.3 (0.59, CI: -5.43, -3.13)","-8.05 (0.6, CI: -9.23, -6.87)","-11.27 (0.67, CI: -12.59, -9.95)","-14.16 (0.78, CI: -15.68, -12.63)","-16.86 (0.89, CI: -18.65, -15.1)","-19.22 (1.03, CI: -21.23, -17.18)","-21.13 (1.16, CI: -23.4, -18.84)","-22.63 (1.3, CI: -25.18, -20.1)","-23.79 (1.44, CI: -26.67, -20.94)","-24.69 (1.6, CI: -27.87, -21.53)","-25.4 (1.75, CI: -28.89, -21.93)","-25.96 (1.92, CI: -29.81, -22.16)","-204.45 (12.24, CI: -228.8, -180.66)","3.46","1.1","Yes"
"59","-4.26 (1.43, CI: -7.24, -1.62)","-7.15 (1.33, CI: -9.7, -4.5)","-10.1 (1.33, CI: -12.69, -7.48)","-13.16 (1.39, CI: -15.82, -10.39)","-16.24 (1.45, CI: -19.01, -13.31)","-19.19 (1.54, CI: -22.13, -16.1)","-21.72 (1.62, CI: -24.81, -18.46)","-23.74 (1.69, CI: -27.13, -20.52)","-25.29 (1.74, CI: -28.62, -21.78)","-26.41 (1.82, CI: -30.11, -22.99)","-27.17 (1.87, CI: -30.94, -23.62)","-27.65 (1.94, CI: -31.55, -23.97)","-27.94 (2.05, CI: -31.97, -23.93)","-234.13 (18.32, CI: -270.45, -198.62)","8.9",NA,"Yes"
"71","-4.26 (1.43, CI: -7.24, -1.62)","-7.15 (1.33, CI: -9.7, -4.5)","-10.1 (1.33, CI: -12.69, -7.48)","-13.16 (1.39, CI: -15.82, -10.39)","-16.24 (1.45, CI: -19.01, -13.31)","-19.19 (1.54, CI: -22.13, -16.1)","-21.72 (1.62, CI: -24.81, -18.46)","-23.74 (1.69, CI: -27.13, -20.52)","-25.29 (1.74, CI: -28.62, -21.78)","-26.41 (1.82, CI: -30.11, -22.99)","-27.17 (1.87, CI: -30.94, -23.62)","-27.65 (1.94, CI: -31.55, -23.97)","-27.94 (2.05, CI: -31.97, -23.93)","-234.13 (18.32, CI: -270.45, -198.62)","8.9",NA,"Yes"
"57","-3.13 (1.1, CI: -5.35, -1.05)","-6.13 (1.02, CI: -8.18, -4.18)","-9.15 (1.06, CI: -11.19, -7.03)","-12.18 (1.14, CI: -14.41, -9.96)","-15.15 (1.2, CI: -17.55, -12.85)","-17.9 (1.32, CI: -20.52, -15.36)","-20.28 (1.41, CI: -22.99, -17.48)","-22.22 (1.48, CI: -25.16, -19.35)","-23.75 (1.55, CI: -26.66, -20.56)","-24.9 (1.64, CI: -28.21, -21.8)","-25.7 (1.7, CI: -29.04, -22.39)","-26.2 (1.76, CI: -29.57, -22.66)","-26.55 (1.85, CI: -30.33, -23.07)","-218.44 (15.64, CI: -248.83, -187.52)","7.04",NA,"Yes"
"157","0.12 (0.68, CI: -1.16, 1.46)","-4.26 (0.59, CI: -5.41, -3.09)","-8.02 (0.61, CI: -9.2, -6.82)","-11.24 (0.68, CI: -12.58, -9.93)","-14.13 (0.78, CI: -15.7, -12.64)","-16.83 (0.89, CI: -18.59, -15.14)","-19.18 (1.02, CI: -21.21, -17.23)","-21.08 (1.15, CI: -23.4, -18.87)","-22.58 (1.28, CI: -25.18, -20.16)","-23.74 (1.43, CI: -26.65, -21.07)","-24.64 (1.58, CI: -27.83, -21.7)","-25.35 (1.73, CI: -28.87, -22.1)","-25.91 (1.9, CI: -29.76, -22.25)","-203.94 (12.16, CI: -228.09, -181.08)","3.45","1.1","Yes"
"145","0.12 (0.68, CI: -1.19, 1.44)","-4.27 (0.59, CI: -5.45, -3.13)","-8.02 (0.61, CI: -9.21, -6.84)","-11.24 (0.67, CI: -12.57, -9.97)","-14.13 (0.78, CI: -15.66, -12.62)","-16.83 (0.9, CI: -18.58, -15.1)","-19.19 (1.05, CI: -21.21, -17.19)","-21.09 (1.18, CI: -23.41, -18.82)","-22.58 (1.32, CI: -25.21, -20.08)","-23.74 (1.46, CI: -26.71, -20.94)","-24.64 (1.62, CI: -27.92, -21.54)","-25.35 (1.77, CI: -28.89, -21.92)","-25.92 (1.95, CI: -29.82, -22.16)","-203.98 (12.39, CI: -228.61, -180.51)","3.46","1.1","Yes"
"105","-3.06 (1.11, CI: -5.23, -0.87)","-6.05 (1.04, CI: -8.14, -4.07)","-9.1 (1.09, CI: -11.21, -6.93)","-12.12 (1.16, CI: -14.53, -9.97)","-15.07 (1.22, CI: -17.49, -12.71)","-17.82 (1.33, CI: -20.43, -15.23)","-20.2 (1.42, CI: -23.12, -17.56)","-22.15 (1.5, CI: -25.09, -19.23)","-23.68 (1.56, CI: -26.8, -20.67)","-24.82 (1.65, CI: -28.31, -21.83)","-25.64 (1.72, CI: -28.89, -22.15)","-26.15 (1.79, CI: -29.65, -22.65)","-26.47 (1.89, CI: -30.01, -22.61)","-217.61 (15.88, CI: -249.34, -187.09)","7.04",NA,"Yes"
"81","-3.08 (1.09, CI: -5.13, -0.87)","-6.09 (1.02, CI: -8.12, -4.14)","-9.11 (1.06, CI: -11.21, -7.06)","-12.13 (1.12, CI: -14.34, -9.97)","-15.09 (1.19, CI: -17.46, -12.8)","-17.85 (1.27, CI: -20.34, -15.36)","-20.24 (1.37, CI: -22.91, -17.52)","-22.19 (1.45, CI: -24.99, -19.3)","-23.73 (1.54, CI: -26.9, -20.88)","-24.86 (1.61, CI: -28.19, -21.86)","-25.68 (1.68, CI: -28.91, -22.33)","-26.19 (1.76, CI: -29.58, -22.7)","-26.49 (1.86, CI: -29.92, -22.65)","-217.9 (15.41, CI: -247.29, -186.88)","7.05",NA,"Yes"
"129","-3.07 (1.12, CI: -5.15, -0.76)","-6.08 (1.06, CI: -8.15, -4)","-9.08 (1.09, CI: -11.21, -6.92)","-12.1 (1.16, CI: -14.52, -9.96)","-15.06 (1.23, CI: -17.31, -12.49)","-17.8 (1.32, CI: -20.23, -15.07)","-20.19 (1.4, CI: -22.91, -17.4)","-22.13 (1.49, CI: -24.97, -19.14)","-23.67 (1.55, CI: -26.78, -20.7)","-24.82 (1.65, CI: -28.23, -21.76)","-25.6 (1.71, CI: -28.94, -22.23)","-26.12 (1.77, CI: -29.59, -22.66)","-26.42 (1.86, CI: -29.98, -22.68)","-217.41 (15.92, CI: -246.27, -183.87)","7.07",NA,"Yes"
"180","-0.12 (0.25, CI: -0.62, 0.37)","-0.77 (0.22, CI: -1.2, -0.36)","-1.27 (0.26, CI: -1.79, -0.77)","-1.64 (0.32, CI: -2.29, -1.01)","-1.94 (0.39, CI: -2.72, -1.16)","-2.19 (0.47, CI: -3.13, -1.26)","-2.38 (0.55, CI: -3.48, -1.29)","-2.48 (0.64, CI: -3.76, -1.23)","-2.53 (0.72, CI: -3.97, -1.11)","-2.55 (0.81, CI: -4.18, -0.96)","-2.57 (0.91, CI: -4.38, -0.79)","-2.56 (1.01, CI: -4.61, -0.56)","-2.52 (1.13, CI: -4.79, -0.28)","-24.19 (6.6, CI: -37.73, -11.44)","0.5","0.8","Yes"
"168","-0.12 (0.25, CI: -0.61, 0.37)","-0.77 (0.22, CI: -1.2, -0.35)","-1.26 (0.26, CI: -1.77, -0.77)","-1.63 (0.32, CI: -2.27, -0.99)","-1.93 (0.4, CI: -2.71, -1.15)","-2.18 (0.48, CI: -3.12, -1.23)","-2.37 (0.56, CI: -3.48, -1.25)","-2.47 (0.65, CI: -3.76, -1.19)","-2.52 (0.74, CI: -3.97, -1.05)","-2.54 (0.83, CI: -4.14, -0.88)","-2.55 (0.92, CI: -4.34, -0.72)","-2.54 (1.02, CI: -4.55, -0.51)","-2.49 (1.14, CI: -4.71, -0.17)","-24.06 (6.68, CI: -37.2, -10.79)","0.51","0.8","Yes"
"156","-0.12 (0.25, CI: -0.61, 0.35)","-0.77 (0.22, CI: -1.19, -0.35)","-1.27 (0.26, CI: -1.78, -0.77)","-1.65 (0.32, CI: -2.26, -1.02)","-1.96 (0.39, CI: -2.74, -1.18)","-2.22 (0.47, CI: -3.16, -1.3)","-2.41 (0.56, CI: -3.52, -1.34)","-2.52 (0.64, CI: -3.81, -1.26)","-2.58 (0.73, CI: -4.04, -1.16)","-2.6 (0.82, CI: -4.24, -1.01)","-2.62 (0.91, CI: -4.45, -0.84)","-2.62 (1.01, CI: -4.64, -0.66)","-2.58 (1.12, CI: -4.81, -0.43)","-24.58 (6.61, CI: -37.78, -11.68)","0.51","0.8","Yes"
"204","-0.12 (0.25, CI: -0.61, 0.38)","-0.77 (0.22, CI: -1.19, -0.35)","-1.27 (0.25, CI: -1.76, -0.79)","-1.65 (0.31, CI: -2.25, -1.05)","-1.95 (0.38, CI: -2.7, -1.2)","-2.2 (0.45, CI: -3.09, -1.3)","-2.39 (0.53, CI: -3.45, -1.35)","-2.5 (0.62, CI: -3.72, -1.29)","-2.55 (0.7, CI: -3.92, -1.19)","-2.57 (0.79, CI: -4.13, -1.06)","-2.58 (0.87, CI: -4.31, -0.91)","-2.57 (0.97, CI: -4.5, -0.71)","-2.52 (1.08, CI: -4.69, -0.44)","-24.3 (6.34, CI: -36.88, -11.93)","0.5","0.8","Yes"
"234","-0.08 (0.26, CI: -0.61, 0.44)","-0.78 (0.22, CI: -1.21, -0.34)","-1.3 (0.27, CI: -1.83, -0.77)","-1.68 (0.34, CI: -2.35, -1.03)","-1.98 (0.41, CI: -2.8, -1.16)","-2.23 (0.49, CI: -3.21, -1.25)","-2.42 (0.58, CI: -3.54, -1.26)","-2.54 (0.67, CI: -3.86, -1.2)","-2.6 (0.77, CI: -4.13, -1.08)","-2.64 (0.86, CI: -4.37, -0.94)","-2.66 (0.97, CI: -4.6, -0.79)","-2.65 (1.07, CI: -4.77, -0.56)","-2.57 (1.2, CI: -4.98, -0.25)","-24.79 (6.94, CI: -38.65, -11.27)","0.46","0.93","Yes"
"192","-0.11 (0.25, CI: -0.6, 0.4)","-0.76 (0.22, CI: -1.2, -0.34)","-1.26 (0.25, CI: -1.77, -0.78)","-1.63 (0.31, CI: -2.26, -1.05)","-1.94 (0.38, CI: -2.71, -1.22)","-2.19 (0.46, CI: -3.13, -1.33)","-2.38 (0.54, CI: -3.47, -1.35)","-2.49 (0.63, CI: -3.75, -1.3)","-2.54 (0.71, CI: -3.97, -1.21)","-2.56 (0.8, CI: -4.17, -1.06)","-2.57 (0.89, CI: -4.35, -0.88)","-2.56 (0.99, CI: -4.53, -0.7)","-2.52 (1.1, CI: -4.69, -0.45)","-24.18 (6.45, CI: -37.3, -11.98)","0.49","0.8","Yes"
"242","-0.08 (0.26, CI: -0.59, 0.45)","-0.78 (0.23, CI: -1.22, -0.33)","-1.31 (0.27, CI: -1.85, -0.77)","-1.7 (0.34, CI: -2.36, -1.04)","-2 (0.41, CI: -2.83, -1.19)","-2.25 (0.49, CI: -3.23, -1.28)","-2.45 (0.59, CI: -3.59, -1.29)","-2.57 (0.68, CI: -3.89, -1.26)","-2.64 (0.77, CI: -4.15, -1.15)","-2.69 (0.87, CI: -4.37, -0.99)","-2.71 (0.96, CI: -4.59, -0.83)","-2.7 (1.07, CI: -4.81, -0.62)","-2.62 (1.19, CI: -4.99, -0.28)","-25.14 (6.98, CI: -38.62, -11.52)","0.45","0.94","Yes"
"226","-0.08 (0.26, CI: -0.61, 0.43)","-0.77 (0.22, CI: -1.19, -0.33)","-1.29 (0.27, CI: -1.82, -0.76)","-1.67 (0.34, CI: -2.31, -1.01)","-1.96 (0.42, CI: -2.75, -1.15)","-2.21 (0.5, CI: -3.14, -1.23)","-2.39 (0.59, CI: -3.49, -1.23)","-2.5 (0.68, CI: -3.79, -1.17)","-2.56 (0.78, CI: -4.02, -1.07)","-2.6 (0.88, CI: -4.27, -0.92)","-2.61 (0.99, CI: -4.56, -0.75)","-2.6 (1.12, CI: -4.84, -0.49)","-2.53 (1.26, CI: -5.15, -0.19)","-24.47 (7.11, CI: -38.1, -10.69)","0.48","0.91","Yes"
"210","-0.08 (0.26, CI: -0.59, 0.44)","-0.78 (0.23, CI: -1.24, -0.34)","-1.3 (0.28, CI: -1.87, -0.77)","-1.68 (0.34, CI: -2.39, -1.03)","-1.98 (0.42, CI: -2.82, -1.19)","-2.22 (0.49, CI: -3.23, -1.29)","-2.41 (0.58, CI: -3.57, -1.3)","-2.52 (0.67, CI: -3.86, -1.25)","-2.59 (0.76, CI: -4.09, -1.14)","-2.62 (0.86, CI: -4.32, -1.01)","-2.64 (0.96, CI: -4.51, -0.82)","-2.62 (1.07, CI: -4.69, -0.57)","-2.54 (1.19, CI: -4.83, -0.15)","-24.65 (6.95, CI: -38.42, -11.34)","0.47","0.93","Yes"
"198","-0.27 (0.31, CI: -0.88, 0.34)","-0.86 (0.26, CI: -1.38, -0.36)","-1.29 (0.28, CI: -1.86, -0.76)","-1.62 (0.33, CI: -2.29, -0.97)","-1.89 (0.39, CI: -2.68, -1.11)","-2.14 (0.47, CI: -3.07, -1.22)","-2.34 (0.55, CI: -3.43, -1.25)","-2.46 (0.63, CI: -3.71, -1.21)","-2.52 (0.71, CI: -3.94, -1.1)","-2.55 (0.79, CI: -4.15, -0.94)","-2.57 (0.89, CI: -4.32, -0.8)","-2.57 (0.99, CI: -4.51, -0.56)","-2.53 (1.12, CI: -4.73, -0.28)","-24.2 (6.56, CI: -37.31, -11.07)","1.92","0.78","Yes"
"162","-0.27 (0.31, CI: -0.89, 0.34)","-0.86 (0.26, CI: -1.39, -0.35)","-1.3 (0.28, CI: -1.85, -0.76)","-1.63 (0.33, CI: -2.26, -0.98)","-1.9 (0.39, CI: -2.66, -1.11)","-2.15 (0.46, CI: -3.03, -1.23)","-2.35 (0.54, CI: -3.38, -1.28)","-2.47 (0.62, CI: -3.65, -1.23)","-2.53 (0.7, CI: -3.88, -1.11)","-2.56 (0.79, CI: -4.08, -0.96)","-2.58 (0.88, CI: -4.27, -0.8)","-2.58 (0.98, CI: -4.49, -0.59)","-2.54 (1.1, CI: -4.67, -0.3)","-24.33 (6.5, CI: -36.84, -11.44)","1.92","0.78","Yes"
"186","-0.26 (0.31, CI: -0.87, 0.35)","-0.85 (0.26, CI: -1.38, -0.34)","-1.29 (0.28, CI: -1.83, -0.75)","-1.6 (0.32, CI: -2.24, -0.98)","-1.87 (0.39, CI: -2.63, -1.13)","-2.12 (0.46, CI: -3.01, -1.25)","-2.32 (0.53, CI: -3.35, -1.28)","-2.43 (0.61, CI: -3.62, -1.24)","-2.48 (0.69, CI: -3.81, -1.11)","-2.51 (0.77, CI: -3.98, -0.96)","-2.52 (0.86, CI: -4.17, -0.81)","-2.51 (0.97, CI: -4.42, -0.58)","-2.46 (1.09, CI: -4.65, -0.24)","-23.86 (6.38, CI: -35.99, -11.22)","1.93","0.78","Yes"
"174","-0.27 (0.31, CI: -0.89, 0.33)","-0.87 (0.26, CI: -1.38, -0.35)","-1.31 (0.28, CI: -1.85, -0.75)","-1.63 (0.33, CI: -2.28, -0.99)","-1.91 (0.4, CI: -2.69, -1.14)","-2.16 (0.47, CI: -3.08, -1.26)","-2.36 (0.55, CI: -3.44, -1.3)","-2.49 (0.63, CI: -3.72, -1.27)","-2.55 (0.71, CI: -3.95, -1.17)","-2.58 (0.8, CI: -4.15, -1.04)","-2.61 (0.89, CI: -4.36, -0.88)","-2.61 (1, CI: -4.61, -0.64)","-2.58 (1.13, CI: -4.84, -0.38)","-24.5 (6.59, CI: -37.43, -11.78)","1.93","0.78","Yes"
"167","0.19 (0.33, CI: -0.45, 0.84)","-4.4 (0.29, CI: -4.97, -3.85)","-8.33 (0.34, CI: -8.98, -7.68)","-11.7 (0.42, CI: -12.52, -10.91)","-14.62 (0.51, CI: -15.64, -13.64)","-17.15 (0.6, CI: -18.35, -16)","-19.36 (0.7, CI: -20.74, -18.01)","-21.27 (0.8, CI: -22.84, -19.7)","-22.9 (0.9, CI: -24.69, -21.14)","-24.25 (1.01, CI: -26.25, -22.3)","-25.3 (1.12, CI: -27.53, -23.16)","-26.04 (1.24, CI: -28.47, -23.66)","-26.37 (1.37, CI: -29.04, -23.7)","-208.4 (8.3, CI: -224.83, -192.41)","0.98","1.09","Yes"
"166","-0.53 (0.56, CI: -1.63, 0.57)","-1.05 (0.49, CI: -1.99, -0.11)","-1.42 (0.5, CI: -2.38, -0.46)","-1.68 (0.56, CI: -2.76, -0.6)","-1.88 (0.65, CI: -3.15, -0.61)","-2.05 (0.75, CI: -3.53, -0.59)","-2.17 (0.87, CI: -3.88, -0.51)","-2.2 (0.98, CI: -4.16, -0.31)","-2.17 (1.11, CI: -4.35, -0.03)","-2.09 (1.24, CI: -4.53, 0.33)","-1.98 (1.39, CI: -4.7, 0.73)","-1.82 (1.57, CI: -4.87, 1.2)","-1.6 (1.78, CI: -5.1, 1.8)","-21.57 (10.55, CI: -42.37, -1.15)","3.32","0.98","Yes"
"178","-0.52 (0.56, CI: -1.64, 0.59)","-1.05 (0.49, CI: -2.02, -0.08)","-1.42 (0.5, CI: -2.41, -0.45)","-1.68 (0.56, CI: -2.8, -0.57)","-1.88 (0.65, CI: -3.17, -0.6)","-2.06 (0.75, CI: -3.51, -0.59)","-2.18 (0.85, CI: -3.84, -0.48)","-2.22 (0.97, CI: -4.1, -0.3)","-2.18 (1.09, CI: -4.3, -0.02)","-2.11 (1.23, CI: -4.52, 0.32)","-2 (1.37, CI: -4.72, 0.72)","-1.85 (1.55, CI: -4.82, 1.17)","-1.63 (1.75, CI: -4.97, 1.77)","-21.69 (10.41, CI: -41.62, -1.32)","3.33","0.97","Yes"
"172","-0.51 (0.6, CI: -1.68, 0.65)","-0.99 (0.52, CI: -2.01, 0.04)","-1.33 (0.54, CI: -2.38, -0.24)","-1.57 (0.6, CI: -2.74, -0.35)","-1.78 (0.68, CI: -3.09, -0.41)","-1.98 (0.78, CI: -3.52, -0.43)","-2.14 (0.89, CI: -3.88, -0.32)","-2.19 (1.01, CI: -4.18, -0.14)","-2.16 (1.14, CI: -4.36, 0.18)","-2.07 (1.27, CI: -4.53, 0.56)","-1.93 (1.43, CI: -4.7, 0.98)","-1.74 (1.62, CI: -4.89, 1.51)","-1.47 (1.84, CI: -5.01, 2.32)","-20.87 (10.96, CI: -42.35, 1.19)","3.53","0.98","Yes"
"150","-0.27 (0.31, CI: -0.89, 0.35)","-0.86 (0.26, CI: -1.36, -0.34)","-1.3 (0.28, CI: -1.84, -0.75)","-1.62 (0.33, CI: -2.26, -0.99)","-1.9 (0.39, CI: -2.66, -1.14)","-2.15 (0.46, CI: -3.07, -1.26)","-2.35 (0.54, CI: -3.42, -1.3)","-2.47 (0.62, CI: -3.7, -1.27)","-2.53 (0.7, CI: -3.94, -1.17)","-2.56 (0.79, CI: -4.17, -1.03)","-2.59 (0.88, CI: -4.37, -0.87)","-2.59 (0.98, CI: -4.58, -0.69)","-2.56 (1.11, CI: -4.74, -0.45)","-24.33 (6.51, CI: -37.21, -11.76)","1.93","0.78","Yes"
"179","0.19 (0.34, CI: -0.48, 0.85)","-4.4 (0.29, CI: -4.98, -3.82)","-8.34 (0.34, CI: -9, -7.67)","-11.72 (0.43, CI: -12.55, -10.87)","-14.63 (0.52, CI: -15.66, -13.61)","-17.17 (0.62, CI: -18.39, -15.95)","-19.38 (0.72, CI: -20.81, -17.96)","-21.3 (0.83, CI: -22.94, -19.65)","-22.93 (0.93, CI: -24.77, -21.08)","-24.28 (1.04, CI: -26.33, -22.2)","-25.34 (1.15, CI: -27.64, -23.03)","-26.08 (1.27, CI: -28.64, -23.58)","-26.4 (1.41, CI: -29.21, -23.65)","-208.67 (8.54, CI: -225.55, -191.83)","0.97","1.1","Yes"
"154","-0.53 (0.57, CI: -1.69, 0.58)","-1.05 (0.49, CI: -2.04, -0.07)","-1.42 (0.51, CI: -2.42, -0.4)","-1.67 (0.57, CI: -2.77, -0.54)","-1.87 (0.66, CI: -3.15, -0.56)","-2.05 (0.76, CI: -3.54, -0.56)","-2.17 (0.88, CI: -3.89, -0.46)","-2.2 (1, CI: -4.15, -0.26)","-2.17 (1.12, CI: -4.35, 0.04)","-2.09 (1.26, CI: -4.54, 0.41)","-1.98 (1.41, CI: -4.73, 0.78)","-1.82 (1.59, CI: -4.96, 1.22)","-1.6 (1.8, CI: -5.18, 1.82)","-21.54 (10.73, CI: -42.29, -0.25)","3.33","0.98","Yes"
"190","-0.51 (0.55, CI: -1.59, 0.57)","-1.03 (0.48, CI: -1.98, -0.07)","-1.4 (0.5, CI: -2.39, -0.4)","-1.66 (0.56, CI: -2.76, -0.54)","-1.87 (0.65, CI: -3.13, -0.58)","-2.04 (0.75, CI: -3.5, -0.59)","-2.16 (0.86, CI: -3.83, -0.48)","-2.2 (0.98, CI: -4.07, -0.28)","-2.16 (1.1, CI: -4.26, 0.01)","-2.08 (1.23, CI: -4.41, 0.35)","-1.97 (1.38, CI: -4.6, 0.79)","-1.81 (1.54, CI: -4.8, 1.22)","-1.59 (1.75, CI: -5, 1.8)","-21.45 (10.47, CI: -41.5, -0.7)","3.31","0.98","Yes"
"202","-0.52 (0.55, CI: -1.62, 0.56)","-1.04 (0.48, CI: -1.97, -0.09)","-1.41 (0.49, CI: -2.39, -0.43)","-1.66 (0.56, CI: -2.75, -0.56)","-1.86 (0.65, CI: -3.1, -0.58)","-2.03 (0.75, CI: -3.46, -0.56)","-2.15 (0.86, CI: -3.8, -0.46)","-2.18 (0.97, CI: -4.04, -0.25)","-2.15 (1.1, CI: -4.27, 0.06)","-2.07 (1.23, CI: -4.43, 0.38)","-1.96 (1.38, CI: -4.64, 0.83)","-1.8 (1.55, CI: -4.79, 1.33)","-1.57 (1.76, CI: -5, 1.92)","-21.35 (10.46, CI: -41.46, -0.14)","3.32","0.98","Yes"
"160","-0.54 (0.59, CI: -1.69, 0.62)","-1.02 (0.52, CI: -2.02, 0.01)","-1.35 (0.53, CI: -2.36, -0.3)","-1.58 (0.58, CI: -2.71, -0.43)","-1.79 (0.67, CI: -3.08, -0.47)","-1.99 (0.76, CI: -3.42, -0.5)","-2.14 (0.87, CI: -3.77, -0.46)","-2.2 (0.98, CI: -4.05, -0.3)","-2.17 (1.1, CI: -4.27, -0.02)","-2.07 (1.22, CI: -4.39, 0.35)","-1.94 (1.37, CI: -4.55, 0.75)","-1.75 (1.54, CI: -4.66, 1.3)","-1.47 (1.76, CI: -4.89, 2.04)","-21.01 (10.58, CI: -41.11, -0.16)","3.54","0.98","Yes"
"184","-0.52 (0.58, CI: -1.69, 0.59)","-1 (0.51, CI: -2, -0.01)","-1.34 (0.52, CI: -2.35, -0.33)","-1.57 (0.58, CI: -2.7, -0.43)","-1.78 (0.67, CI: -3.08, -0.46)","-1.98 (0.77, CI: -3.46, -0.45)","-2.14 (0.88, CI: -3.8, -0.39)","-2.19 (0.99, CI: -4.08, -0.21)","-2.16 (1.12, CI: -4.29, 0.08)","-2.07 (1.25, CI: -4.44, 0.42)","-1.93 (1.41, CI: -4.59, 0.85)","-1.74 (1.59, CI: -4.75, 1.41)","-1.46 (1.81, CI: -4.91, 2.14)","-20.89 (10.72, CI: -41.84, 0.5)","3.54","0.98","Yes"
"196","-0.52 (0.58, CI: -1.67, 0.62)","-1 (0.51, CI: -2.02, 0)","-1.34 (0.52, CI: -2.37, -0.33)","-1.58 (0.58, CI: -2.75, -0.46)","-1.79 (0.67, CI: -3.16, -0.5)","-2 (0.77, CI: -3.57, -0.54)","-2.16 (0.88, CI: -3.91, -0.5)","-2.22 (0.99, CI: -4.21, -0.33)","-2.19 (1.12, CI: -4.48, -0.08)","-2.11 (1.26, CI: -4.63, 0.27)","-1.98 (1.41, CI: -4.78, 0.69)","-1.8 (1.6, CI: -4.94, 1.23)","-1.54 (1.82, CI: -5.11, 1.94)","-21.21 (10.75, CI: -43.16, -0.58)","3.54","0.98","Yes"
"148","-0.52 (0.58, CI: -1.65, 0.62)","-0.99 (0.51, CI: -1.98, 0.03)","-1.33 (0.52, CI: -2.34, -0.29)","-1.56 (0.58, CI: -2.69, -0.41)","-1.76 (0.67, CI: -3.07, -0.45)","-1.97 (0.77, CI: -3.49, -0.44)","-2.12 (0.87, CI: -3.85, -0.36)","-2.17 (0.99, CI: -4.12, -0.18)","-2.14 (1.11, CI: -4.31, 0.06)","-2.05 (1.24, CI: -4.47, 0.39)","-1.92 (1.39, CI: -4.62, 0.87)","-1.73 (1.56, CI: -4.81, 1.48)","-1.46 (1.78, CI: -4.92, 2.19)","-20.74 (10.63, CI: -41.71, 0.76)","3.53","0.98","Yes"
"155","0.19 (0.34, CI: -0.48, 0.84)","-4.4 (0.31, CI: -5.02, -3.8)","-8.33 (0.36, CI: -9.03, -7.63)","-11.71 (0.44, CI: -12.57, -10.85)","-14.62 (0.53, CI: -15.67, -13.59)","-17.15 (0.63, CI: -18.41, -15.91)","-19.36 (0.73, CI: -20.8, -17.91)","-21.27 (0.84, CI: -22.93, -19.62)","-22.9 (0.95, CI: -24.78, -21.05)","-24.25 (1.06, CI: -26.35, -22.16)","-25.31 (1.17, CI: -27.64, -22.98)","-26.04 (1.3, CI: -28.62, -23.49)","-26.37 (1.43, CI: -29.22, -23.53)","-208.42 (8.73, CI: -225.78, -191.21)","0.95","1.1","Yes"
"203","0.19 (0.34, CI: -0.47, 0.85)","-4.39 (0.3, CI: -4.97, -3.82)","-8.32 (0.34, CI: -8.99, -7.65)","-11.69 (0.42, CI: -12.53, -10.87)","-14.6 (0.52, CI: -15.63, -13.58)","-17.14 (0.62, CI: -18.37, -15.94)","-19.35 (0.72, CI: -20.77, -17.94)","-21.26 (0.82, CI: -22.88, -19.64)","-22.89 (0.93, CI: -24.72, -21.08)","-24.24 (1.04, CI: -26.27, -22.23)","-25.29 (1.15, CI: -27.52, -23.07)","-26.03 (1.27, CI: -28.52, -23.57)","-26.36 (1.4, CI: -29.12, -23.65)","-208.28 (8.52, CI: -225.01, -191.62)","0.99","1.1","Yes"
