"setting.idx","method","Dose 1","Dose 2","Dose 3","Dose 4","Dose 5","EN","EN.Overdose","DLT_pts","duration"
31,"ours1.total",13.73,11.01,4.66,1.06,0.17,30.63,5.89,6.84,21.66
31,"ours2.s1",13.74,10.94,4.55,1.03,0.15,30.4,5.73,0,21.86
31,"ours2.s2",0.01,0.04,0.1,0.06,0.01,0.23,0.18,0,0.21
31,"ours2.total",13.75,10.98,4.65,1.09,0.16,30.63,5.91,6.85,22.07
31,"ours3.s1",13.75,10.97,4.49,0.99,0.16,30.37,5.64,0,21.77
31,"ours3.s2",0,0,0,0,0,0,0,0,0
31,"ours3.total",13.75,10.97,4.49,0.99,0.16,30.37,5.64,6.82,21.77
31,"titeet",15.8,9.3,3.6,0.9,0.2,29.8,4.7,6.5,20.78
31,"tite12",8.4,6.5,4.1,2.3,1,22.3,7.4,5.7,17.88
31,"bfet",12.35,10.12,4.39,1.2,0.23,28.29,5.82,6.04,16.9
11,"ours0.s1",14,10.94,4.24,0.83,0.11,30.12,5.17,0,26.54
11,"ours0.s2",0,0.04,0.08,0.05,0,0.19,0.14,0,0.17
11,"ours0.total",14,10.99,4.32,0.88,0.11,30.3,5.31,6.76,26.71
11,"bf.s1",13.63,11.27,4.45,0.88,0.1,30.33,5.43,0,26.68
11,"bf.s2",0,0,0,0,0,0,0,0,0
11,"bf.total",13.63,11.27,4.45,0.88,0.1,30.33,5.43,6.78,26.68
11,"ours1.s1",13.71,10.95,4.56,1.03,0.15,30.4,5.74,0,21.43
11,"ours1.s2",0.01,0.04,0.16,0.09,0.01,0.3,0.25,0,0.26
11,"ours1.total",13.72,10.99,4.72,1.11,0.16,30.7,5.99,6.87,21.69
11,"ours2.s1",13.76,11.01,4.52,1,0.15,30.45,5.68,0,21.87
11,"ours2.s2",0.01,0.05,0.15,0.07,0.02,0.28,0.23,0,0.25
11,"ours2.total",13.77,11.06,4.67,1.07,0.17,30.73,5.9,6.85,22.12
11,"ours3.s1",13.75,10.97,4.5,0.97,0.15,30.35,5.62,0,21.75
11,"ours3.s2",0,0,0,0,0,0,0,0,0
11,"ours3.total",13.75,10.97,4.5,0.97,0.15,30.35,5.62,6.82,21.75
11,"titeet",15.8,9.3,3.6,0.9,0.2,29.8,4.7,6.5,20.78
11,"tite12",8.4,6.5,4.1,2.3,1,22.3,7.4,5.7,17.88
11,"bfet",12.35,10.12,4.39,1.2,0.23,28.29,5.82,6.04,16.9
1,"ours0.s1",13.92,11,4.3,0.84,0.1,30.18,5.25,0,26.62
1,"ours0.s2",0,0.05,0.08,0.05,0.01,0.19,0.13,0,0.17
1,"ours0.total",13.93,11.06,4.38,0.89,0.11,30.36,5.38,6.74,26.79
1,"bf.s1",13.63,11.27,4.45,0.88,0.1,30.33,5.43,0,26.68
1,"bf.s2",0,0,0,0,0,0,0,0,0
1,"bf.total",13.63,11.27,4.45,0.88,0.1,30.33,5.43,6.78,26.68
1,"ours1.s1",13.71,10.96,4.52,1.02,0.15,30.36,5.69,0,21.41
1,"ours1.s2",0.01,0.04,0.17,0.07,0.01,0.3,0.25,0,0.27
1,"ours1.total",13.71,11.01,4.68,1.09,0.17,30.66,5.94,6.86,21.67
1,"ours2.s1",13.68,10.96,4.62,1.04,0.17,30.46,5.83,0,21.85
1,"ours2.s2",0.01,0.04,0.12,0.08,0.01,0.25,0.21,0,0.23
1,"ours2.total",13.68,10.99,4.75,1.11,0.18,30.71,6.03,6.86,22.08
1,"ours3.s1",13.76,10.98,4.49,0.97,0.15,30.36,5.61,0,21.76
1,"ours3.s2",0,0,0,0,0,0,0,0,0
1,"ours3.total",13.76,10.98,4.49,0.97,0.15,30.36,5.61,6.82,21.76
1,"titeet",15.8,9.3,3.6,0.9,0.2,29.8,4.7,6.5,20.78
1,"tite12",8.4,6.5,4.1,2.3,1,22.3,7.4,5.7,17.88
1,"bfet",12.35,10.12,4.39,1.2,0.23,28.29,5.82,6.04,16.9
25,"ours0.s1",8.63,11.7,11.39,4.92,0.95,37.59,5.87,0,31.59
25,"ours0.s2",0,0.02,0.31,0.42,0.11,0.86,0.53,0,0.78
25,"ours0.total",8.63,11.72,11.7,5.34,1.05,38.44,6.4,6.44,32.37
25,"bf.s1",7.69,11.91,11.42,5.1,1,37.12,6.1,0,31.58
25,"bf.s2",0,0,0,0,0,0,0,0,0
25,"bf.total",7.69,11.91,11.42,5.1,1,37.12,6.1,6.46,31.58
25,"ours1.s1",8.59,11.46,11.26,5.02,1.04,37.38,6.06,0,25.01
25,"ours1.s2",0.01,0.04,0.33,0.53,0.14,1.04,0.67,0,0.92
25,"ours1.total",8.6,11.5,11.59,5.54,1.19,38.41,6.73,6.45,25.93
25,"ours2.s1",8.68,11.45,11.22,4.84,0.97,37.16,5.81,0,25.39
25,"ours2.s2",0,0.03,0.33,0.5,0.15,1.01,0.65,0,0.89
25,"ours2.total",8.68,11.48,11.54,5.34,1.12,38.17,6.47,6.39,26.29
25,"ours3.s1",8.52,11.4,11.24,5.05,1.1,37.31,6.16,0,25.53
25,"ours3.s2",0,0,0,0,0,0,0,0,0
25,"ours3.total",8.52,11.4,11.24,5.05,1.1,37.31,6.16,6.41,25.53
25,"titeet",5.9,8.6,10.4,4,0.9,29.8,4.9,5.4,23.38
25,"tite12",5.1,5.9,7.5,5.1,2.5,26.1,7.6,5.4,21.94
25,"bfet",6.77,9.26,10.29,5.02,1.28,32.62,6.3,5.65,21.1
45,"ours0.s1",8.71,11.59,11.26,4.96,0.97,37.5,5.94,0,31.51
45,"ours0.s2",0,0.02,0.24,0.25,0.07,0.58,0.32,0,0.55
45,"ours0.total",8.71,11.62,11.5,5.21,1.05,38.08,6.26,6.4,32.05
45,"bf.s1",7.69,11.91,11.42,5.1,1,37.12,6.1,0,31.58
45,"bf.s2",0,0,0,0,0,0,0,0,0
45,"bf.total",7.69,11.91,11.42,5.1,1,37.12,6.1,6.46,31.58
45,"ours1.s1",8.63,11.48,11.28,4.98,1.03,37.4,6.02,0,25.07
45,"ours1.s2",0,0.03,0.28,0.3,0.07,0.68,0.37,0,0.63
45,"ours1.total",8.63,11.5,11.56,5.29,1.1,38.08,6.39,6.46,25.7
45,"ours2.s1",8.63,11.45,11.22,4.84,1.04,37.19,5.88,0,25.53
45,"ours2.s2",0,0.03,0.27,0.3,0.08,0.68,0.37,0,0.62
45,"ours2.total",8.64,11.48,11.49,5.14,1.12,37.87,6.26,6.39,26.15
45,"ours3.s1",8.52,11.39,11.19,5.05,1.11,37.26,6.16,0,25.57
45,"ours3.s2",0,0,0,0,0,0,0,0,0
45,"ours3.total",8.52,11.39,11.19,5.05,1.11,37.26,6.16,6.41,25.57
45,"titeet",5.9,8.6,10.4,4,0.9,29.8,4.9,5.4,23.38
45,"tite12",5.1,5.9,7.5,5.1,2.5,26.1,7.6,5.4,21.94
45,"bfet",6.77,9.26,10.29,5.02,1.28,32.62,6.3,5.65,21.1
35,"ours0.s1",8.78,11.69,11.12,4.74,0.92,37.26,5.66,0,31.47
35,"ours0.s2",0,0.02,0.29,0.34,0.08,0.74,0.43,0,0.67
35,"ours0.total",8.79,11.71,11.41,5.08,1.01,37.99,6.09,6.34,32.14
35,"bf.s1",7.69,11.91,11.42,5.1,1,37.12,6.1,0,31.58
35,"bf.s2",0,0,0,0,0,0,0,0,0
35,"bf.total",7.69,11.91,11.42,5.1,1,37.12,6.1,6.46,31.58
35,"ours1.s1",8.54,11.42,11.32,5.03,1.07,37.38,6.1,0,25.03
35,"ours1.s2",0,0.04,0.32,0.45,0.1,0.91,0.55,0,0.81
35,"ours1.total",8.54,11.46,11.64,5.49,1.17,38.29,6.66,6.46,25.84
35,"ours2.s1",8.65,11.32,11.24,4.93,1.02,37.16,5.95,0,25.42
35,"ours2.s2",0,0.02,0.31,0.41,0.14,0.88,0.55,0,0.76
35,"ours2.total",8.65,11.34,11.54,5.34,1.16,38.04,6.5,6.4,26.18
35,"ours3.s1",8.52,11.42,11.21,5.03,1.09,37.27,6.13,0,25.55
35,"ours3.s2",0,0,0,0,0,0,0,0,0
35,"ours3.total",8.52,11.42,11.21,5.03,1.09,37.27,6.13,6.4,25.55
35,"titeet",5.9,8.6,10.4,4,0.9,29.8,4.9,5.4,23.38
35,"tite12",5.1,5.9,7.5,5.1,2.5,26.1,7.6,5.4,21.94
35,"bfet",6.77,9.26,10.29,5.02,1.28,32.62,6.3,5.65,21.1
15,"ours0.s1",8.78,11.57,11.37,4.9,0.9,37.52,5.81,0,31.51
15,"ours0.s2",0,0.02,0.29,0.43,0.1,0.85,0.53,0,0.76
15,"ours0.total",8.78,11.59,11.65,5.34,1,38.37,6.34,6.43,32.27
15,"bf.s1",7.69,11.91,11.42,5.1,1,37.12,6.1,0,31.58
15,"bf.s2",0,0,0,0,0,0,0,0,0
15,"bf.total",7.69,11.91,11.42,5.1,1,37.12,6.1,6.46,31.58
15,"ours1.s1",8.56,11.44,11.22,4.98,1.02,37.22,6,0,24.9
15,"ours1.s2",0,0.04,0.31,0.5,0.15,1,0.65,0,0.89
15,"ours1.total",8.57,11.48,11.53,5.48,1.17,38.23,6.65,6.42,25.78
15,"ours2.s1",8.64,11.47,11.23,4.88,1,37.22,5.88,0,25.45
15,"ours2.s2",0,0.03,0.33,0.5,0.15,1.01,0.65,0,0.89
15,"ours2.total",8.64,11.49,11.56,5.38,1.15,38.23,6.53,6.42,26.34
15,"ours3.s1",8.52,11.41,11.24,5.04,1.11,37.32,6.15,0,25.53
15,"ours3.s2",0,0,0,0,0,0,0,0,0
15,"ours3.total",8.52,11.41,11.24,5.04,1.11,37.32,6.15,6.41,25.53
15,"titeet",5.9,8.6,10.4,4,0.9,29.8,4.9,5.4,23.38
15,"tite12",5.1,5.9,7.5,5.1,2.5,26.1,7.6,5.4,21.94
15,"bfet",6.77,9.26,10.29,5.02,1.28,32.62,6.3,5.65,21.1
5,"ours0.s1",8.69,11.66,11.28,4.79,0.9,37.32,5.69,0,31.48
5,"ours0.s2",0,0.02,0.28,0.37,0.09,0.76,0.46,0,0.71
5,"ours0.total",8.69,11.69,11.57,5.16,0.99,38.09,6.14,6.41,32.19
5,"bf.s1",7.69,11.91,11.42,5.1,1,37.12,6.1,0,31.58
5,"bf.s2",0,0,0,0,0,0,0,0,0
5,"bf.total",7.69,11.91,11.42,5.1,1,37.12,6.1,6.46,31.58
5,"ours1.s1",8.54,11.45,11.34,5.01,1.05,37.38,6.05,0,24.94
5,"ours1.s2",0.01,0.03,0.3,0.5,0.12,0.97,0.62,0,0.85
5,"ours1.total",8.54,11.48,11.65,5.51,1.17,38.34,6.67,6.49,25.79
5,"ours2.s1",8.64,11.55,11.26,4.89,1.03,37.37,5.92,0,25.5
5,"ours2.s2",0,0.03,0.33,0.47,0.16,0.99,0.63,0,0.87
5,"ours2.total",8.64,11.57,11.59,5.36,1.19,38.36,6.55,6.44,26.37
5,"ours3.s1",8.52,11.42,11.23,5.03,1.1,37.31,6.13,0,25.53
5,"ours3.s2",0,0,0,0,0,0,0,0,0
5,"ours3.total",8.52,11.42,11.23,5.03,1.1,37.31,6.13,6.41,25.53
5,"titeet",5.9,8.6,10.4,4,0.9,29.8,4.9,5.4,23.38
5,"tite12",5.1,5.9,7.5,5.1,2.5,26.1,7.6,5.4,21.94
5,"bfet",6.77,9.26,10.29,5.02,1.28,32.62,6.3,5.65,21.1
42,"ours0.s1",10.16,13.52,9.84,3.73,0.75,37.99,4.47,0,31.03
42,"ours0.s2",0,0.02,0.18,0.2,0.04,0.44,0.24,0,0.39
42,"ours0.total",10.17,13.54,10.02,3.92,0.79,38.44,4.71,6.57,31.42
42,"bf.s1",9.18,13.58,10.27,4.03,0.76,37.83,4.8,0,31.09
42,"bf.s2",0,0,0,0,0,0,0,0,0
42,"bf.total",9.18,13.58,10.27,4.03,0.76,37.83,4.8,6.68,31.09
42,"ours1.s1",9.96,13.36,9.98,3.9,0.78,37.97,4.67,0,24.7
42,"ours1.s2",0.01,0.03,0.22,0.22,0.05,0.52,0.27,0,0.48
42,"ours1.total",9.97,13.39,10.2,4.12,0.82,38.49,4.94,6.66,25.19
42,"ours2.s1",9.94,13.36,9.87,3.78,0.75,37.69,4.52,0,25.08
42,"ours2.s2",0,0.02,0.19,0.18,0.05,0.44,0.22,0,0.41
42,"ours2.total",9.94,13.38,10.06,3.95,0.79,38.13,4.75,6.55,25.49
42,"ours3.s1",9.94,13.25,9.98,3.91,0.85,37.93,4.76,0,25.17
42,"ours3.s2",0,0,0,0,0,0,0,0,0
42,"ours3.total",9.94,13.25,9.98,3.91,0.85,37.93,4.76,6.63,25.17
42,"titeet",6.7,12.7,7.2,2.6,0.7,29.9,3.3,5.2,22.64
42,"tite12",5.3,7.6,6,4,2,24.9,6,5.1,20.8
42,"bfet",7.83,12.04,9.19,4.02,1.06,34.15,5.08,5.94,20.4
22,"ours0.s1",10.22,13.54,9.81,3.67,0.72,37.95,4.39,0,30.9
22,"ours0.s2",0,0.01,0.26,0.26,0.05,0.58,0.3,0,0.55
22,"ours0.total",10.22,13.55,10.07,3.93,0.76,38.53,4.69,6.57,31.45
22,"bf.s1",9.18,13.58,10.27,4.03,0.76,37.83,4.8,0,31.09
22,"bf.s2",0,0,0,0,0,0,0,0,0
22,"bf.total",9.18,13.58,10.27,4.03,0.76,37.83,4.8,6.68,31.09
22,"ours1.s1",10.05,13.38,9.97,3.85,0.78,38.03,4.63,0,24.58
22,"ours1.s2",0,0.03,0.33,0.35,0.1,0.81,0.45,0,0.73
22,"ours1.total",10.05,13.41,10.3,4.2,0.88,38.84,5.08,6.66,25.31
22,"ours2.s1",10.12,13.33,9.9,3.74,0.79,37.88,4.54,0,25.09
22,"ours2.s2",0,0.02,0.34,0.39,0.1,0.86,0.49,0,0.77
22,"ours2.total",10.12,13.35,10.23,4.14,0.89,38.73,5.03,6.58,25.85
22,"ours3.s1",9.94,13.32,10,3.92,0.85,38.03,4.77,0,25.15
22,"ours3.s2",0,0,0,0,0,0,0,0,0
22,"ours3.total",9.94,13.32,10,3.92,0.85,38.03,4.77,6.64,25.15
22,"titeet",6.7,12.7,7.2,2.6,0.7,29.9,3.3,5.2,22.64
22,"tite12",5.3,7.6,6,4,2,24.9,6,5.1,20.8
22,"bfet",7.83,12.04,9.19,4.02,1.06,34.15,5.08,5.94,20.4
2,"ours0.s1",10.17,13.56,9.78,3.65,0.75,37.91,4.39,0,30.97
2,"ours0.s2",0,0.02,0.22,0.22,0.05,0.51,0.27,0,0.47
2,"ours0.total",10.18,13.58,10,3.87,0.8,38.42,4.66,6.54,31.44
2,"bf.s1",9.18,13.58,10.27,4.03,0.76,37.83,4.8,0,31.09
2,"bf.s2",0,0,0,0,0,0,0,0,0
2,"bf.total",9.18,13.58,10.27,4.03,0.76,37.83,4.8,6.68,31.09
2,"ours1.s1",10.05,13.38,9.92,3.86,0.83,38.03,4.69,0,24.66
2,"ours1.s2",0.01,0.03,0.33,0.33,0.1,0.8,0.43,0,0.72
2,"ours1.total",10.06,13.41,10.25,4.19,0.93,38.83,5.12,6.61,25.37
2,"ours2.s1",10.07,13.24,9.87,3.84,0.83,37.85,4.67,0,25.03
2,"ours2.s2",0.01,0.02,0.29,0.32,0.11,0.74,0.43,0,0.66
2,"ours2.total",10.07,13.27,10.16,4.16,0.94,38.59,5.09,6.62,25.7
2,"ours3.s1",9.94,13.31,9.99,3.92,0.84,38,4.76,0,25.15
2,"ours3.s2",0,0,0,0,0,0,0,0,0
2,"ours3.total",9.94,13.31,9.99,3.92,0.84,38,4.76,6.64,25.15
2,"titeet",6.7,12.7,7.2,2.6,0.7,29.9,3.3,5.2,22.64
2,"tite12",5.3,7.6,6,4,2,24.9,6,5.1,20.8
2,"bfet",7.83,12.04,9.19,4.02,1.06,34.15,5.08,5.94,20.4
46,"ours0.s1",6.37,8.32,10.83,10.74,4.19,40.45,4.19,0,33.52
46,"ours0.s2",0,0,0.12,0.58,0.33,1.04,0.33,0,0.93
46,"ours0.total",6.37,8.32,10.95,11.32,4.53,41.49,4.53,5.54,34.45
46,"bf.s1",5.11,8.14,11.4,10.75,4.11,39.5,4.11,0,33.37
46,"bf.s2",0,0,0,0,0,0,0,0,0
46,"bf.total",5.11,8.14,11.4,10.75,4.11,39.5,4.11,5.52,33.37
46,"ours1.s1",6.22,8.27,10.63,10.41,4.51,40.04,4.51,0,26.83
46,"ours1.s2",0,0.01,0.16,0.66,0.29,1.11,0.29,0,1.03
46,"ours1.total",6.22,8.28,10.79,11.07,4.8,41.15,4.8,5.57,27.86
46,"ours2.s1",6.22,8.42,10.63,10.32,4.47,40.07,4.47,0,27.38
46,"ours2.s2",0,0.01,0.15,0.64,0.31,1.1,0.31,0,1.04
46,"ours2.total",6.22,8.43,10.78,10.96,4.78,41.17,4.78,5.5,28.42
46,"ours3.s1",6.19,8.25,10.75,10.42,4.5,40.11,4.5,0,27.46
46,"ours3.s2",0,0,0,0,0,0,0,0,0
46,"ours3.total",6.19,8.25,10.75,10.42,4.5,40.11,4.5,5.49,27.46
46,"titeet",4.2,5.6,7.5,9.2,3.5,30,3.5,4.4,25.38
46,"tite12",4.3,5,5.7,7.8,4.6,27.4,4.6,4.3,23.83
46,"bfet",4.76,6.77,8.97,10.26,4.74,35.49,4.74,5.07,24.2
12,"ours0.s1",10.18,13.6,9.77,3.59,0.69,37.84,4.29,0,30.87
12,"ours0.s2",0,0.01,0.25,0.24,0.04,0.55,0.29,0,0.52
12,"ours0.total",10.18,13.61,10.02,3.84,0.74,38.39,4.57,6.53,31.4
12,"bf.s1",9.18,13.58,10.27,4.03,0.76,37.83,4.8,0,31.09
12,"bf.s2",0,0,0,0,0,0,0,0,0
12,"bf.total",9.18,13.58,10.27,4.03,0.76,37.83,4.8,6.68,31.09
12,"ours1.s1",10.06,13.33,9.98,3.89,0.79,38.05,4.68,0,24.58
12,"ours1.s2",0,0.03,0.33,0.35,0.1,0.81,0.45,0,0.72
12,"ours1.total",10.06,13.36,10.31,4.24,0.89,38.86,5.13,6.64,25.29
12,"ours2.s1",10.1,13.31,9.92,3.77,0.79,37.89,4.56,0,25.03
12,"ours2.s2",0,0.03,0.33,0.36,0.09,0.81,0.46,0,0.73
12,"ours2.total",10.11,13.34,10.25,4.13,0.88,38.71,5.01,6.6,25.76
12,"ours3.s1",9.94,13.31,9.99,3.92,0.85,38.02,4.77,0,25.14
12,"ours3.s2",0,0,0,0,0,0,0,0,0
12,"ours3.total",9.94,13.31,9.99,3.92,0.85,38.02,4.77,6.64,25.14
12,"titeet",6.7,12.7,7.2,2.6,0.7,29.9,3.3,5.2,22.64
12,"tite12",5.3,7.6,6,4,2,24.9,6,5.1,20.8
12,"bfet",7.83,12.04,9.19,4.02,1.06,34.15,5.08,5.94,20.4
32,"ours0.s1",10.19,13.62,9.79,3.6,0.73,37.93,4.33,0,30.96
32,"ours0.s2",0,0.02,0.22,0.18,0.03,0.45,0.22,0,0.42
32,"ours0.total",10.2,13.64,10,3.78,0.76,38.38,4.54,6.56,31.38
32,"bf.s1",9.18,13.58,10.27,4.03,0.76,37.83,4.8,0,31.09
32,"bf.s2",0,0,0,0,0,0,0,0,0
32,"bf.total",9.18,13.58,10.27,4.03,0.76,37.83,4.8,6.68,31.09
32,"ours1.s1",10.06,13.39,9.82,3.74,0.78,37.79,4.51,0,24.54
32,"ours1.s2",0.01,0.03,0.26,0.26,0.07,0.63,0.33,0,0.56
32,"ours1.total",10.07,13.42,10.09,4,0.84,38.42,4.85,6.63,25.09
32,"ours2.s1",10.01,13.37,9.79,3.66,0.74,37.57,4.4,0,24.96
32,"ours2.s2",0,0.02,0.23,0.28,0.07,0.6,0.35,0,0.52
32,"ours2.total",10.01,13.39,10.02,3.94,0.81,38.17,4.75,6.56,25.48
32,"ours3.s1",9.93,13.28,10,3.93,0.85,37.99,4.78,0,25.16
32,"ours3.s2",0,0,0,0,0,0,0,0,0
32,"ours3.total",9.93,13.28,10,3.93,0.85,37.99,4.78,6.65,25.16
32,"titeet",6.7,12.7,7.2,2.6,0.7,29.9,3.3,5.2,22.64
32,"tite12",5.3,7.6,6,4,2,24.9,6,5.1,20.8
32,"bfet",7.83,12.04,9.19,4.02,1.06,34.15,5.08,5.94,20.4
26,"ours0.s1",6.32,8.46,10.73,10.57,4.15,40.23,4.15,0,33.44
26,"ours0.s2",0,0,0.13,0.74,0.58,1.45,0.58,0,1.31
26,"ours0.total",6.32,8.46,10.86,11.31,4.73,41.68,4.73,5.46,34.75
26,"bf.s1",5.11,8.14,11.4,10.75,4.11,39.5,4.11,0,33.37
26,"bf.s2",0,0,0,0,0,0,0,0,0
26,"bf.total",5.11,8.14,11.4,10.75,4.11,39.5,4.11,5.52,33.37
26,"ours1.s1",6.24,8.31,10.67,10.58,4.53,40.32,4.53,0,26.91
26,"ours1.s2",0,0.01,0.16,0.86,0.75,1.78,0.75,0,1.51
26,"ours1.total",6.24,8.32,10.82,11.44,5.28,42.1,5.28,5.51,28.42
26,"ours2.s1",6.27,8.27,10.74,10.31,4.32,39.91,4.32,0,27.3
26,"ours2.s2",0,0,0.15,0.88,0.69,1.73,0.69,0,1.46
26,"ours2.total",6.27,8.28,10.89,11.19,5,41.63,5,5.46,28.76
26,"ours3.s1",6.19,8.25,10.79,10.46,4.45,40.13,4.45,0,27.4
26,"ours3.s2",0,0,0,0,0,0,0,0,0
26,"ours3.total",6.19,8.25,10.79,10.46,4.45,40.13,4.45,5.49,27.4
26,"titeet",4.2,5.6,7.5,9.2,3.5,30,3.5,4.4,25.38
26,"tite12",4.3,5,5.7,7.8,4.6,27.4,4.6,4.3,23.83
26,"bfet",4.76,6.77,8.97,10.26,4.74,35.49,4.74,5.07,24.2
36,"ours0.s1",6.3,8.33,10.8,10.81,4.2,40.43,4.2,0,33.49
36,"ours0.s2",0,0,0.14,0.61,0.36,1.1,0.36,0,1.02
36,"ours0.total",6.3,8.33,10.94,11.42,4.55,41.53,4.55,5.52,34.51
36,"bf.s1",5.11,8.14,11.4,10.75,4.11,39.5,4.11,0,33.37
36,"bf.s2",0,0,0,0,0,0,0,0,0
36,"bf.total",5.11,8.14,11.4,10.75,4.11,39.5,4.11,5.52,33.37
36,"ours1.s1",6.23,8.32,10.66,10.51,4.48,40.21,4.48,0,26.89
36,"ours1.s2",0,0.01,0.17,0.77,0.47,1.41,0.47,0,1.23
36,"ours1.total",6.24,8.33,10.83,11.28,4.95,41.62,4.95,5.55,28.13
36,"ours2.s1",6.26,8.26,10.74,10.53,4.46,40.25,4.46,0,27.45
36,"ours2.s2",0,0.01,0.16,0.77,0.49,1.42,0.49,0,1.23
36,"ours2.total",6.26,8.26,10.9,11.3,4.94,41.67,4.94,5.53,28.68
36,"ours3.s1",6.19,8.25,10.76,10.46,4.49,40.16,4.49,0,27.45
36,"ours3.s2",0,0,0,0,0,0,0,0,0
36,"ours3.total",6.19,8.25,10.76,10.46,4.49,40.16,4.49,5.5,27.45
36,"titeet",4.2,5.6,7.5,9.2,3.5,30,3.5,4.4,25.38
36,"tite12",4.3,5,5.7,7.8,4.6,27.4,4.6,4.3,23.83
36,"bfet",4.76,6.77,8.97,10.26,4.74,35.49,4.74,5.07,24.2
16,"ours0.s1",6.25,8.46,10.8,10.72,4.23,40.46,4.23,0,33.51
16,"ours0.s2",0,0,0.12,0.74,0.58,1.44,0.58,0,1.28
16,"ours0.total",6.25,8.46,10.92,11.46,4.81,41.89,4.81,5.51,34.79
16,"bf.s1",5.11,8.14,11.4,10.75,4.11,39.5,4.11,0,33.37
16,"bf.s2",0,0,0,0,0,0,0,0,0
16,"bf.total",5.11,8.14,11.4,10.75,4.11,39.5,4.11,5.52,33.37
16,"ours1.s1",6.28,8.35,10.58,10.49,4.54,40.24,4.54,0,26.85
16,"ours1.s2",0,0.01,0.15,0.87,0.69,1.72,0.69,0,1.48
16,"ours1.total",6.29,8.35,10.73,11.36,5.23,41.96,5.23,5.52,28.33
16,"ours2.s1",6.31,8.32,10.68,10.23,4.33,39.88,4.33,0,27.31
16,"ours2.s2",0,0.01,0.16,0.88,0.68,1.73,0.68,0,1.48
16,"ours2.total",6.31,8.33,10.84,11.12,5.01,41.61,5.01,5.46,28.78
16,"ours3.s1",6.19,8.25,10.79,10.46,4.45,40.14,4.45,0,27.41
16,"ours3.s2",0,0,0,0,0,0,0,0,0
16,"ours3.total",6.19,8.25,10.79,10.46,4.45,40.14,4.45,5.5,27.41
16,"titeet",4.2,5.6,7.5,9.2,3.5,30,3.5,4.4,25.38
16,"tite12",4.3,5,5.7,7.8,4.6,27.4,4.6,4.3,23.83
16,"bfet",4.76,6.77,8.97,10.26,4.74,35.49,4.74,5.07,24.2
47,"ours0.s1",12.14,13.63,9.75,3.69,0.71,39.93,4.41,0,30.98
47,"ours0.s2",0,0.02,0.15,0.15,0.05,0.37,0.2,0,0.32
47,"ours0.total",12.14,13.65,9.9,3.84,0.76,40.29,4.61,6.66,31.3
47,"bf.s1",11.51,13.94,10.3,3.96,0.73,40.44,4.69,0,31.03
47,"bf.s2",0,0,0,0,0,0,0,0,0
47,"bf.total",11.51,13.94,10.3,3.96,0.73,40.44,4.69,6.84,31.03
47,"ours1.s1",12.08,13.19,9.75,3.95,0.83,39.81,4.78,0,24.62
47,"ours1.s2",0,0.03,0.15,0.14,0.04,0.35,0.17,0,0.33
47,"ours1.total",12.09,13.22,9.9,4.09,0.87,40.16,4.96,6.74,24.95
47,"ours2.s1",12.04,13.26,9.84,3.86,0.79,39.79,4.65,0,25.18
47,"ours2.s2",0,0.02,0.17,0.14,0.03,0.37,0.17,0,0.34
47,"ours2.total",12.05,13.28,10.01,4,0.82,40.16,4.82,6.66,25.52
47,"ours3.s1",12,13.26,9.98,3.93,0.86,40.03,4.79,0,25.26
47,"ours3.s2",0,0,0,0,0,0,0,0,0
47,"ours3.total",12,13.26,9.98,3.93,0.86,40.03,4.79,6.73,25.26
47,"titeet",11.4,10,5.9,2.2,0.5,30,2.7,4.4,22.04
47,"tite12",7,6.6,5,3.4,1.7,23.7,5.1,4.5,19.69
47,"bfet",10.75,12.59,9.18,3.89,1.02,37.44,4.91,6.13,20.4
7,"ours0.s1",12.15,13.68,9.97,3.75,0.73,40.28,4.48,0,31.03
7,"ours0.s2",0,0.01,0.16,0.19,0.05,0.41,0.24,0,0.38
7,"ours0.total",12.15,13.69,10.13,3.94,0.78,40.69,4.72,6.72,31.4
7,"bf.s1",11.51,13.94,10.3,3.96,0.73,40.44,4.69,0,31.03
7,"bf.s2",0,0,0,0,0,0,0,0,0
7,"bf.total",11.51,13.94,10.3,3.96,0.73,40.44,4.69,6.84,31.03
7,"ours1.s1",12.11,13.23,9.98,3.86,0.73,39.92,4.59,0,24.67
7,"ours1.s2",0.01,0.02,0.21,0.23,0.06,0.54,0.3,0,0.48
7,"ours1.total",12.12,13.26,10.19,4.09,0.79,40.45,4.88,6.75,25.15
7,"ours2.s1",12.03,13.21,9.95,3.86,0.75,39.8,4.61,0,25.12
7,"ours2.s2",0,0.02,0.19,0.25,0.07,0.54,0.33,0,0.5
7,"ours2.total",12.04,13.23,10.14,4.12,0.82,40.35,4.94,6.72,25.62
7,"ours3.s1",11.99,13.29,10.01,3.95,0.85,40.09,4.79,0,25.22
7,"ours3.s2",0,0,0,0,0,0,0,0,0
7,"ours3.total",11.99,13.29,10.01,3.95,0.85,40.09,4.79,6.75,25.22
7,"titeet",11.4,10,5.9,2.2,0.5,30,2.7,4.4,22.04
7,"tite12",7,6.6,5,3.4,1.7,23.7,5.1,4.5,19.69
7,"bfet",10.75,12.59,9.18,3.89,1.02,37.44,4.91,6.13,20.4
6,"ours0.s1",6.31,8.51,10.85,10.53,4.16,40.36,4.16,0,33.46
6,"ours0.s2",0,0,0.12,0.75,0.49,1.37,0.49,0,1.19
