"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"135","-3.29 (1.1, CI: -5.59, -1.27)","-6.32 (0.98, CI: -8.17, -4.34)","-9.32 (0.95, CI: -11.2, -7.49)","-12.31 (0.96, CI: -14.24, -10.49)","-15.2 (0.97, CI: -17.02, -13.2)","-17.88 (1.02, CI: -19.76, -15.77)","-20.2 (1.08, CI: -22.46, -18.24)","-22.13 (1.15, CI: -24.39, -19.9)","-23.69 (1.24, CI: -26.33, -21.45)","-24.91 (1.36, CI: -27.7, -22.38)","-25.86 (1.48, CI: -29.01, -23.2)","-26.61 (1.6, CI: -29.77, -23.52)","-27.2 (1.75, CI: -30.86, -24.01)","-219.66 (12.63, CI: -245.17, -195.67)","7.2",NA,"Yes"
"39","-3.33 (1.12, CI: -5.5, -1.1)","-6.34 (1.02, CI: -8.36, -4.38)","-9.35 (1, CI: -11.34, -7.43)","-12.32 (0.99, CI: -14.33, -10.45)","-15.21 (0.98, CI: -17.2, -13.36)","-17.9 (1, CI: -19.89, -15.96)","-20.23 (1.07, CI: -22.36, -18.17)","-22.16 (1.15, CI: -24.46, -19.97)","-23.7 (1.22, CI: -26, -21.2)","-24.92 (1.35, CI: -27.37, -22.09)","-25.87 (1.46, CI: -28.68, -22.95)","-26.6 (1.58, CI: -29.7, -23.52)","-27.19 (1.74, CI: -30.58, -23.77)","-219.9 (12.47, CI: -244.48, -195.6)","7.23",NA,"Yes"
"144","-1.99 (1.13, CI: -4.11, 0.32)","-2.75 (1.09, CI: -4.97, -0.69)","-3.46 (1.21, CI: -5.81, -1.06)","-4.12 (1.35, CI: -6.73, -1.43)","-4.8 (1.56, CI: -7.81, -1.71)","-5.57 (1.74, CI: -8.96, -2.14)","-6.41 (1.9, CI: -10.24, -2.8)","-7.22 (2.04, CI: -11.26, -3.27)","-7.83 (2.22, CI: -12.4, -3.69)","-8.09 (2.41, CI: -12.64, -3.18)","-8.05 (2.63, CI: -13.1, -2.79)","-7.71 (2.9, CI: -13.18, -1.81)","-7.19 (3.22, CI: -13.64, -1.02)","-70.81 (21.45, CI: -112.89, -28.82)","7.67",NA,"Yes"
"125","-4.36 (1.34, CI: -7.08, -1.81)","-7.17 (1.19, CI: -9.39, -4.71)","-10.02 (1.15, CI: -12.29, -7.78)","-12.97 (1.14, CI: -15.35, -10.89)","-15.95 (1.14, CI: -18.28, -13.83)","-18.77 (1.17, CI: -21.14, -16.55)","-21.24 (1.22, CI: -23.66, -18.88)","-23.22 (1.27, CI: -25.83, -20.86)","-24.81 (1.34, CI: -27.55, -22.31)","-26.07 (1.41, CI: -28.86, -23.32)","-27.06 (1.51, CI: -29.95, -24.03)","-27.85 (1.61, CI: -30.86, -24.54)","-28.5 (1.74, CI: -31.88, -25.08)","-231.24 (14.17, CI: -258.59, -203.04)","8.78",NA,"Yes"
"99","-3.09 (1.05, CI: -5.18, -1.07)","-6.07 (0.9, CI: -7.78, -4.24)","-9.05 (0.9, CI: -10.84, -7.31)","-12.04 (0.91, CI: -13.85, -10.28)","-14.95 (0.93, CI: -16.87, -13.24)","-17.65 (1, CI: -19.66, -15.76)","-20 (1.07, CI: -22.04, -17.86)","-21.92 (1.14, CI: -24.22, -19.73)","-23.46 (1.23, CI: -25.85, -21.03)","-24.67 (1.35, CI: -27.27, -21.99)","-25.62 (1.47, CI: -28.6, -22.86)","-26.36 (1.57, CI: -29.18, -23.01)","-26.92 (1.7, CI: -30.2, -23.52)","-216.66 (12.43, CI: -242.05, -193.34)","6.69",NA,"Yes"
"51","-3.11 (1.03, CI: -5.07, -1.03)","-6.05 (0.92, CI: -7.93, -4.3)","-9.01 (0.9, CI: -10.74, -7.2)","-11.99 (0.91, CI: -13.82, -10.25)","-14.92 (0.92, CI: -16.74, -13.15)","-17.62 (0.98, CI: -19.52, -15.67)","-19.96 (1.05, CI: -22, -17.89)","-21.88 (1.13, CI: -24, -19.58)","-23.43 (1.22, CI: -25.88, -21.09)","-24.66 (1.33, CI: -27.23, -22.01)","-25.6 (1.44, CI: -28.3, -22.65)","-26.31 (1.57, CI: -29.55, -23.39)","-26.87 (1.72, CI: -30.39, -23.66)","-216.3 (12.36, CI: -240.37, -191.92)","6.69",NA,"Yes"
"75","-3.1 (1.06, CI: -5.23, -1.08)","-6.06 (0.95, CI: -7.91, -4.2)","-9.01 (0.91, CI: -10.8, -7.22)","-11.99 (0.92, CI: -13.64, -10.04)","-14.92 (0.92, CI: -16.72, -13.12)","-17.62 (0.97, CI: -19.6, -15.8)","-19.96 (1.04, CI: -22.04, -17.96)","-21.89 (1.1, CI: -24.09, -19.76)","-23.44 (1.19, CI: -25.7, -21.05)","-24.66 (1.3, CI: -27.08, -22)","-25.59 (1.4, CI: -28.45, -22.97)","-26.32 (1.49, CI: -29.29, -23.43)","-26.88 (1.62, CI: -29.99, -23.66)","-216.55 (11.99, CI: -240.47, -193.48)","6.7",NA,"Yes"
"137","-4.36 (1.34, CI: -7.08, -1.81)","-7.17 (1.19, CI: -9.39, -4.71)","-10.02 (1.15, CI: -12.29, -7.78)","-12.97 (1.14, CI: -15.35, -10.89)","-15.95 (1.14, CI: -18.28, -13.83)","-18.77 (1.17, CI: -21.14, -16.55)","-21.24 (1.22, CI: -23.66, -18.88)","-23.22 (1.27, CI: -25.83, -20.86)","-24.81 (1.34, CI: -27.55, -22.31)","-26.07 (1.41, CI: -28.86, -23.32)","-27.06 (1.51, CI: -29.95, -24.03)","-27.85 (1.61, CI: -30.86, -24.54)","-28.5 (1.74, CI: -31.88, -25.08)","-231.24 (14.17, CI: -258.59, -203.04)","8.78",NA,"Yes"
"27","-3.06 (1.03, CI: -5.03, -1)","-6.04 (0.92, CI: -7.85, -4.23)","-9.01 (0.9, CI: -10.82, -7.28)","-12 (0.91, CI: -13.91, -10.36)","-14.92 (0.92, CI: -16.8, -13.2)","-17.62 (0.96, CI: -19.49, -15.73)","-19.97 (1.04, CI: -22.02, -17.94)","-21.9 (1.11, CI: -24.07, -19.72)","-23.44 (1.21, CI: -25.98, -21.25)","-24.69 (1.32, CI: -27.26, -22.1)","-25.62 (1.42, CI: -28.42, -22.85)","-26.35 (1.54, CI: -29.28, -23.25)","-26.9 (1.68, CI: -30.04, -23.46)","-216.52 (11.93, CI: -239.46, -192.68)","6.69",NA,"Yes"
"170","-0.08 (0.44, CI: -0.92, 0.78)","-0.79 (0.36, CI: -1.49, -0.1)","-1.29 (0.37, CI: -2.05, -0.58)","-1.63 (0.41, CI: -2.47, -0.84)","-1.86 (0.48, CI: -2.83, -0.93)","-2.04 (0.56, CI: -3.17, -0.96)","-2.23 (0.65, CI: -3.52, -0.97)","-2.43 (0.74, CI: -3.9, -0.99)","-2.62 (0.83, CI: -4.26, -0.98)","-2.76 (0.92, CI: -4.57, -0.94)","-2.81 (1.02, CI: -4.8, -0.8)","-2.75 (1.12, CI: -4.92, -0.51)","-2.53 (1.24, CI: -4.95, -0.07)","-24.53 (7.69, CI: -39.69, -9.36)","2.21","0.72","Yes"
"87","-3.26 (1.14, CI: -5.41, -0.96)","-6.27 (1.01, CI: -8.26, -4.31)","-9.28 (0.97, CI: -11.21, -7.43)","-12.27 (0.97, CI: -14.19, -10.36)","-15.16 (0.99, CI: -17.16, -13.28)","-17.85 (1.03, CI: -19.99, -15.95)","-20.2 (1.11, CI: -22.4, -18.07)","-22.13 (1.2, CI: -24.52, -19.82)","-23.68 (1.29, CI: -26.1, -21.04)","-24.92 (1.4, CI: -27.51, -22)","-25.88 (1.53, CI: -29.04, -23.05)","-26.62 (1.65, CI: -30, -23.52)","-27.21 (1.8, CI: -30.79, -23.73)","-219.43 (13.08, CI: -245.75, -194.48)","7.2",NA,"Yes"
"84","-1.93 (1.11, CI: -4.05, 0.3)","-2.72 (1.06, CI: -4.84, -0.69)","-3.47 (1.17, CI: -5.76, -1.19)","-4.17 (1.31, CI: -6.61, -1.49)","-4.86 (1.5, CI: -7.7, -1.83)","-5.64 (1.67, CI: -8.9, -2.35)","-6.51 (1.84, CI: -10.1, -2.87)","-7.35 (2.02, CI: -11.36, -3.44)","-7.95 (2.2, CI: -12.4, -3.76)","-8.18 (2.4, CI: -12.98, -3.59)","-8.07 (2.63, CI: -13.44, -3.13)","-7.72 (2.91, CI: -13.42, -2.03)","-7.19 (3.23, CI: -13.39, -0.74)","-71.48 (21.05, CI: -114.59, -32.08)","7.7",NA,"Yes"
"60","-1.97 (1.14, CI: -4.18, 0.29)","-2.75 (1.08, CI: -4.9, -0.69)","-3.48 (1.18, CI: -5.61, -0.98)","-4.17 (1.33, CI: -6.86, -1.65)","-4.84 (1.5, CI: -7.73, -1.87)","-5.61 (1.67, CI: -8.94, -2.41)","-6.49 (1.83, CI: -9.99, -2.83)","-7.34 (1.97, CI: -11.16, -3.44)","-7.98 (2.17, CI: -12.36, -3.87)","-8.23 (2.39, CI: -12.91, -3.56)","-8.17 (2.6, CI: -13.08, -2.88)","-7.85 (2.87, CI: -13.48, -2.24)","-7.32 (3.19, CI: -13.77, -1.26)","-71.56 (20.58, CI: -112.47, -31.81)","7.69",NA,"Yes"
"96","-1.93 (1.11, CI: -4.05, 0.3)","-2.72 (1.06, CI: -4.84, -0.69)","-3.47 (1.17, CI: -5.76, -1.19)","-4.17 (1.31, CI: -6.61, -1.49)","-4.86 (1.5, CI: -7.7, -1.83)","-5.64 (1.67, CI: -8.9, -2.35)","-6.51 (1.84, CI: -10.1, -2.87)","-7.35 (2.02, CI: -11.36, -3.44)","-7.95 (2.2, CI: -12.4, -3.76)","-8.18 (2.4, CI: -12.98, -3.59)","-8.07 (2.63, CI: -13.44, -3.13)","-7.72 (2.91, CI: -13.42, -2.03)","-7.19 (3.23, CI: -13.39, -0.74)","-71.48 (21.05, CI: -114.59, -32.08)","7.7",NA,"Yes"
"146","-0.07 (0.44, CI: -0.94, 0.8)","-0.78 (0.36, CI: -1.49, -0.06)","-1.29 (0.37, CI: -2.03, -0.58)","-1.64 (0.41, CI: -2.44, -0.86)","-1.87 (0.47, CI: -2.79, -0.94)","-2.06 (0.55, CI: -3.13, -0.99)","-2.25 (0.64, CI: -3.5, -0.97)","-2.46 (0.73, CI: -3.87, -0.98)","-2.65 (0.82, CI: -4.24, -0.98)","-2.79 (0.92, CI: -4.55, -0.97)","-2.85 (1.02, CI: -4.79, -0.83)","-2.79 (1.12, CI: -4.97, -0.55)","-2.57 (1.25, CI: -4.98, -0.05)","-24.74 (7.65, CI: -39.39, -9.42)","2.21","0.72","Yes"
"72","-1.97 (1.14, CI: -4.18, 0.29)","-2.75 (1.08, CI: -4.9, -0.69)","-3.48 (1.18, CI: -5.61, -0.98)","-4.17 (1.33, CI: -6.86, -1.65)","-4.84 (1.5, CI: -7.73, -1.87)","-5.61 (1.67, CI: -8.94, -2.41)","-6.49 (1.83, CI: -9.99, -2.83)","-7.34 (1.97, CI: -11.16, -3.44)","-7.98 (2.17, CI: -12.36, -3.87)","-8.23 (2.39, CI: -12.91, -3.56)","-8.17 (2.6, CI: -13.08, -2.88)","-7.85 (2.87, CI: -13.48, -2.24)","-7.32 (3.19, CI: -13.77, -1.26)","-71.56 (20.58, CI: -112.47, -31.81)","7.69",NA,"Yes"
"123","-3.12 (1.08, CI: -5.2, -0.96)","-6.07 (0.96, CI: -7.94, -4.2)","-9.04 (0.92, CI: -10.89, -7.28)","-12.02 (0.91, CI: -13.8, -10.23)","-14.94 (0.92, CI: -16.71, -13.11)","-17.64 (0.98, CI: -19.63, -15.76)","-19.99 (1.06, CI: -22.07, -17.92)","-21.92 (1.12, CI: -24.17, -19.77)","-23.45 (1.2, CI: -25.77, -21.05)","-24.66 (1.3, CI: -27.18, -22.08)","-25.6 (1.4, CI: -28.3, -22.81)","-26.32 (1.52, CI: -29.15, -23.19)","-26.88 (1.67, CI: -30.16, -23.63)","-216.64 (12.21, CI: -241.76, -193.9)","6.71",NA,"Yes"
"120","-1.94 (1.14, CI: -4.17, 0.29)","-2.71 (1.07, CI: -4.74, -0.56)","-3.46 (1.17, CI: -5.72, -1.14)","-4.16 (1.32, CI: -6.75, -1.56)","-4.87 (1.5, CI: -7.76, -1.87)","-5.65 (1.67, CI: -8.98, -2.44)","-6.52 (1.82, CI: -10.17, -3.03)","-7.32 (1.98, CI: -11.38, -3.62)","-7.94 (2.15, CI: -12.17, -3.76)","-8.23 (2.39, CI: -13.08, -3.72)","-8.18 (2.66, CI: -13.36, -2.95)","-7.86 (2.97, CI: -13.8, -2.15)","-7.38 (3.33, CI: -13.84, -0.79)","-71.49 (20.7, CI: -113.27, -32.12)","7.66",NA,"Yes"
"194","-0.06 (0.44, CI: -0.94, 0.79)","-0.78 (0.37, CI: -1.47, -0.05)","-1.29 (0.37, CI: -2, -0.55)","-1.63 (0.41, CI: -2.42, -0.8)","-1.85 (0.48, CI: -2.78, -0.89)","-2.04 (0.56, CI: -3.1, -0.94)","-2.22 (0.64, CI: -3.46, -0.98)","-2.43 (0.73, CI: -3.85, -1.02)","-2.61 (0.82, CI: -4.21, -1.05)","-2.75 (0.91, CI: -4.51, -0.97)","-2.8 (1.01, CI: -4.74, -0.81)","-2.74 (1.11, CI: -4.88, -0.51)","-2.51 (1.23, CI: -4.87, -0.01)","-24.42 (7.65, CI: -39.31, -9.13)","2.21","0.72","Yes"
"158","-0.07 (0.45, CI: -0.93, 0.82)","-0.78 (0.37, CI: -1.5, -0.04)","-1.28 (0.37, CI: -2, -0.55)","-1.63 (0.41, CI: -2.42, -0.81)","-1.86 (0.47, CI: -2.77, -0.93)","-2.05 (0.54, CI: -3.08, -0.96)","-2.24 (0.62, CI: -3.41, -0.98)","-2.44 (0.71, CI: -3.8, -1)","-2.64 (0.8, CI: -4.17, -1.01)","-2.78 (0.89, CI: -4.51, -1.01)","-2.83 (0.99, CI: -4.78, -0.89)","-2.77 (1.09, CI: -4.96, -0.66)","-2.56 (1.21, CI: -4.99, -0.23)","-24.61 (7.47, CI: -39.11, -9.73)","2.21","0.72","Yes"
"108","-1.94 (1.14, CI: -4.17, 0.29)","-2.71 (1.07, CI: -4.74, -0.56)","-3.46 (1.17, CI: -5.72, -1.14)","-4.16 (1.32, CI: -6.75, -1.56)","-4.87 (1.5, CI: -7.76, -1.87)","-5.65 (1.67, CI: -8.98, -2.44)","-6.52 (1.82, CI: -10.17, -3.03)","-7.32 (1.98, CI: -11.38, -3.62)","-7.94 (2.15, CI: -12.17, -3.76)","-8.23 (2.39, CI: -13.08, -3.72)","-8.18 (2.66, CI: -13.36, -2.95)","-7.86 (2.97, CI: -13.8, -2.15)","-7.38 (3.33, CI: -13.84, -0.79)","-71.49 (20.7, CI: -113.27, -32.12)","7.66",NA,"Yes"
"83","-4.27 (1.38, CI: -6.95, -1.54)","-7.12 (1.28, CI: -9.61, -4.6)","-10.05 (1.32, CI: -12.52, -7.35)","-13.07 (1.38, CI: -15.58, -10.17)","-16.17 (1.44, CI: -18.96, -13.33)","-19.11 (1.52, CI: -21.99, -16.03)","-21.67 (1.61, CI: -24.76, -18.44)","-23.7 (1.68, CI: -26.84, -20.25)","-25.25 (1.75, CI: -28.51, -21.64)","-26.4 (1.82, CI: -29.93, -22.78)","-27.18 (1.89, CI: -30.92, -23.52)","-27.68 (1.96, CI: -31.4, -23.72)","-27.97 (2.05, CI: -32.17, -24.14)","-233.72 (18.17, CI: -267.95, -196.72)","8.94",NA,"Yes"
"95","-4.27 (1.38, CI: -6.95, -1.54)","-7.12 (1.28, CI: -9.61, -4.6)","-10.05 (1.32, CI: -12.52, -7.35)","-13.07 (1.38, CI: -15.58, -10.17)","-16.17 (1.44, CI: -18.96, -13.33)","-19.11 (1.52, CI: -21.99, -16.03)","-21.67 (1.61, CI: -24.76, -18.44)","-23.7 (1.68, CI: -26.84, -20.25)","-25.25 (1.75, CI: -28.51, -21.64)","-26.4 (1.82, CI: -29.93, -22.78)","-27.18 (1.89, CI: -30.92, -23.52)","-27.68 (1.96, CI: -31.4, -23.72)","-27.97 (2.05, CI: -32.17, -24.14)","-233.72 (18.17, CI: -267.95, -196.72)","8.94",NA,"Yes"
"182","-0.07 (0.44, CI: -0.93, 0.8)","-0.78 (0.36, CI: -1.48, -0.07)","-1.29 (0.37, CI: -2, -0.58)","-1.63 (0.41, CI: -2.46, -0.86)","-1.86 (0.48, CI: -2.83, -0.92)","-2.05 (0.55, CI: -3.15, -0.96)","-2.24 (0.64, CI: -3.51, -0.96)","-2.45 (0.73, CI: -3.87, -1)","-2.64 (0.82, CI: -4.2, -1.01)","-2.78 (0.91, CI: -4.53, -0.96)","-2.83 (1.01, CI: -4.78, -0.83)","-2.76 (1.11, CI: -4.93, -0.54)","-2.54 (1.24, CI: -4.98, -0.12)","-24.61 (7.6, CI: -39.42, -9.6)","2.21","0.72","Yes"
"143","-4.22 (1.4, CI: -7.04, -1.53)","-7.09 (1.33, CI: -9.65, -4.44)","-10.02 (1.35, CI: -12.6, -7.32)","-13.07 (1.4, CI: -15.77, -10.27)","-16.15 (1.48, CI: -19.06, -13.26)","-19.07 (1.57, CI: -22.15, -15.98)","-21.62 (1.67, CI: -25.01, -18.47)","-23.64 (1.76, CI: -27.04, -20.16)","-25.19 (1.81, CI: -28.6, -21.5)","-26.36 (1.89, CI: -30.23, -22.83)","-27.16 (1.96, CI: -31.01, -23.34)","-27.67 (2.02, CI: -31.62, -23.71)","-27.97 (2.11, CI: -32.04, -23.76)","-233.29 (18.88, CI: -271.05, -197.03)","8.94",NA,"Yes"
"107","-4.26 (1.38, CI: -7.11, -1.72)","-7.11 (1.32, CI: -9.71, -4.54)","-10.02 (1.36, CI: -12.66, -7.32)","-13.06 (1.43, CI: -15.82, -10.22)","-16.15 (1.5, CI: -18.95, -13.09)","-19.09 (1.59, CI: -22.13, -15.9)","-21.63 (1.68, CI: -24.82, -18.23)","-23.65 (1.74, CI: -26.97, -20.13)","-25.2 (1.81, CI: -28.58, -21.5)","-26.33 (1.88, CI: -30.03, -22.65)","-27.13 (1.94, CI: -30.79, -23.18)","-27.63 (2, CI: -31.46, -23.63)","-27.96 (2.09, CI: -31.89, -23.7)","-232.99 (19.09, CI: -269.68, -194.86)","8.94",NA,"Yes"
"47","-4.29 (1.38, CI: -6.84, -1.44)","-7.13 (1.29, CI: -9.58, -4.55)","-10.05 (1.32, CI: -12.8, -7.62)","-13.1 (1.4, CI: -15.87, -10.39)","-16.2 (1.48, CI: -19.12, -13.32)","-19.15 (1.55, CI: -22.16, -16.07)","-21.69 (1.64, CI: -24.83, -18.39)","-23.73 (1.7, CI: -26.92, -20.28)","-25.27 (1.78, CI: -28.77, -21.8)","-26.42 (1.85, CI: -30.2, -22.94)","-27.22 (1.92, CI: -31.18, -23.65)","-27.72 (2, CI: -31.8, -23.96)","-28.03 (2.09, CI: -32.35, -24.15)","-233.74 (18.48, CI: -270.86, -198.44)","8.95",NA,"Yes"
"129","-3.08 (1.09, CI: -5.2, -0.91)","-6.01 (1.03, CI: -8.09, -4.05)","-8.98 (1.07, CI: -10.98, -6.78)","-11.98 (1.15, CI: -14.1, -9.6)","-14.95 (1.21, CI: -17.24, -12.48)","-17.7 (1.32, CI: -20.32, -15.13)","-20.09 (1.42, CI: -22.84, -17.26)","-22.05 (1.51, CI: -25.18, -19.25)","-23.62 (1.58, CI: -26.66, -20.45)","-24.77 (1.65, CI: -27.94, -21.47)","-25.58 (1.72, CI: -28.81, -22.05)","-26.14 (1.78, CI: -29.5, -22.51)","-26.52 (1.88, CI: -30, -22.62)","-216.75 (15.86, CI: -247.52, -185.37)","7.09",NA,"Yes"
"35","-4.29 (1.38, CI: -6.84, -1.44)","-7.13 (1.29, CI: -9.58, -4.55)","-10.05 (1.32, CI: -12.8, -7.62)","-13.1 (1.4, CI: -15.87, -10.39)","-16.2 (1.48, CI: -19.12, -13.32)","-19.15 (1.55, CI: -22.16, -16.07)","-21.69 (1.64, CI: -24.83, -18.39)","-23.73 (1.7, CI: -26.92, -20.28)","-25.27 (1.78, CI: -28.77, -21.8)","-26.42 (1.85, CI: -30.2, -22.94)","-27.22 (1.92, CI: -31.18, -23.65)","-27.72 (2, CI: -31.8, -23.96)","-28.03 (2.09, CI: -32.35, -24.15)","-233.74 (18.48, CI: -270.86, -198.44)","8.95",NA,"Yes"
"59","-4.29 (1.41, CI: -7.15, -1.63)","-7.14 (1.33, CI: -9.75, -4.54)","-10.03 (1.35, CI: -12.73, -7.45)","-13.09 (1.41, CI: -15.78, -10.24)","-16.19 (1.49, CI: -19.02, -13.18)","-19.1 (1.59, CI: -22.34, -16.1)","-21.64 (1.68, CI: -25.01, -18.44)","-23.68 (1.75, CI: -27.22, -20.37)","-25.24 (1.81, CI: -28.74, -21.65)","-26.39 (1.89, CI: -30.01, -22.61)","-27.18 (1.95, CI: -30.95, -23.33)","-27.7 (2.02, CI: -31.62, -23.71)","-28.01 (2.12, CI: -31.97, -23.68)","-233.47 (18.92, CI: -268.96, -194.8)","8.91",NA,"Yes"
"45","-3.3 (1.15, CI: -5.56, -1.07)","-6.32 (1.09, CI: -8.5, -4.24)","-9.34 (1.14, CI: -11.51, -7.02)","-12.35 (1.23, CI: -14.57, -9.76)","-15.29 (1.29, CI: -17.81, -12.73)","-18.03 (1.39, CI: -20.86, -15.42)","-20.42 (1.47, CI: -23.33, -17.56)","-22.38 (1.55, CI: -25.48, -19.41)","-23.93 (1.62, CI: -27.13, -20.78)","-25.11 (1.7, CI: -28.51, -21.84)","-25.94 (1.77, CI: -29.58, -22.64)","-26.52 (1.83, CI: -30.27, -23.08)","-26.92 (1.93, CI: -30.6, -23.05)","-220.84 (16.42, CI: -252.7, -188.32)","7.52",NA,"Yes"
"117","-3.32 (1.17, CI: -5.69, -1.11)","-6.32 (1.11, CI: -8.53, -4.19)","-9.31 (1.15, CI: -11.49, -6.99)","-12.31 (1.2, CI: -14.62, -9.91)","-15.29 (1.29, CI: -17.84, -12.78)","-18.05 (1.39, CI: -20.83, -15.38)","-20.44 (1.49, CI: -23.35, -17.49)","-22.4 (1.57, CI: -25.44, -19.27)","-23.91 (1.65, CI: -27.08, -20.62)","-25.06 (1.73, CI: -28.59, -21.82)","-25.92 (1.79, CI: -29.35, -22.32)","-26.49 (1.86, CI: -30.06, -22.75)","-26.87 (1.97, CI: -30.6, -22.87)","-220.56 (16.53, CI: -252.11, -187.3)","7.54",NA,"Yes"
"71","-4.29 (1.41, CI: -7.15, -1.63)","-7.14 (1.33, CI: -9.75, -4.54)","-10.03 (1.35, CI: -12.73, -7.45)","-13.09 (1.41, CI: -15.78, -10.24)","-16.19 (1.49, CI: -19.02, -13.18)","-19.1 (1.59, CI: -22.34, -16.1)","-21.64 (1.68, CI: -25.01, -18.44)","-23.68 (1.75, CI: -27.22, -20.37)","-25.24 (1.81, CI: -28.74, -21.65)","-26.39 (1.89, CI: -30.01, -22.61)","-27.18 (1.95, CI: -30.95, -23.33)","-27.7 (2.02, CI: -31.62, -23.71)","-28.01 (2.12, CI: -31.97, -23.68)","-233.47 (18.92, CI: -268.96, -194.8)","8.91",NA,"Yes"
"119","-4.26 (1.38, CI: -7.11, -1.72)","-7.11 (1.32, CI: -9.71, -4.54)","-10.02 (1.36, CI: -12.66, -7.32)","-13.06 (1.43, CI: -15.82, -10.22)","-16.15 (1.5, CI: -18.95, -13.09)","-19.09 (1.59, CI: -22.13, -15.9)","-21.63 (1.68, CI: -24.82, -18.23)","-23.65 (1.74, CI: -26.97, -20.13)","-25.2 (1.81, CI: -28.58, -21.5)","-26.33 (1.88, CI: -30.03, -22.65)","-27.13 (1.94, CI: -30.79, -23.18)","-27.63 (2, CI: -31.46, -23.63)","-27.96 (2.09, CI: -31.89, -23.7)","-232.99 (19.09, CI: -269.68, -194.86)","8.94",NA,"Yes"
"141","-3.29 (1.23, CI: -5.77, -0.96)","-6.3 (1.14, CI: -8.5, -4.01)","-9.3 (1.17, CI: -11.69, -7.11)","-12.31 (1.22, CI: -14.79, -10.01)","-15.28 (1.29, CI: -17.71, -12.65)","-18.02 (1.38, CI: -20.61, -15.21)","-20.39 (1.48, CI: -23.12, -17.3)","-22.35 (1.55, CI: -25.25, -19.19)","-23.89 (1.63, CI: -26.99, -20.6)","-25.03 (1.72, CI: -28.19, -21.44)","-25.86 (1.79, CI: -29.52, -22.49)","-26.41 (1.85, CI: -30.11, -22.85)","-26.77 (1.93, CI: -30.64, -23.06)","-220.3 (16.46, CI: -251.87, -187.33)","7.56",NA,"Yes"
"131","-4.22 (1.4, CI: -7.04, -1.53)","-7.09 (1.33, CI: -9.65, -4.44)","-10.02 (1.35, CI: -12.6, -7.32)","-13.07 (1.4, CI: -15.77, -10.27)","-16.15 (1.48, CI: -19.06, -13.26)","-19.07 (1.57, CI: -22.15, -15.98)","-21.62 (1.67, CI: -25.01, -18.47)","-23.64 (1.76, CI: -27.04, -20.16)","-25.19 (1.81, CI: -28.6, -21.5)","-26.36 (1.89, CI: -30.23, -22.83)","-27.16 (1.96, CI: -31.01, -23.34)","-27.67 (2.02, CI: -31.62, -23.71)","-27.97 (2.11, CI: -32.04, -23.76)","-233.29 (18.88, CI: -271.05, -197.03)","8.94",NA,"Yes"
"69","-3.27 (1.18, CI: -5.64, -1.03)","-6.27 (1.1, CI: -8.24, -3.94)","-9.27 (1.14, CI: -11.39, -6.92)","-12.28 (1.2, CI: -14.54, -9.82)","-15.23 (1.27, CI: -17.66, -12.7)","-17.99 (1.34, CI: -20.62, -15.38)","-20.38 (1.44, CI: -23.1, -17.48)","-22.33 (1.52, CI: -25.16, -19.21)","-23.89 (1.59, CI: -26.78, -20.54)","-25.06 (1.65, CI: -28.17, -21.68)","-25.88 (1.71, CI: -29.08, -22.36)","-26.41 (1.79, CI: -29.94, -22.91)","-26.81 (1.87, CI: -30.32, -23.01)","-220.01 (16.04, CI: -251.94, -189.07)","7.54",NA,"Yes"
"93","-3.29 (1.15, CI: -5.6, -1.08)","-6.3 (1.08, CI: -8.59, -4.37)","-9.32 (1.1, CI: -11.5, -7.2)","-12.35 (1.16, CI: -14.64, -10.08)","-15.31 (1.25, CI: -17.69, -12.77)","-18.06 (1.35, CI: -20.58, -15.27)","-20.45 (1.46, CI: -23.23, -17.51)","-22.39 (1.55, CI: -25.31, -19.25)","-23.94 (1.61, CI: -26.95, -20.63)","-25.1 (1.69, CI: -28.25, -21.64)","-25.94 (1.76, CI: -29.29, -22.39)","-26.52 (1.84, CI: -30.08, -22.89)","-26.93 (1.94, CI: -30.65, -23.06)","-220.65 (16.22, CI: -250.72, -187.16)","7.52",NA,"Yes"
"33","-3.09 (1.1, CI: -5.22, -0.89)","-6.05 (1.04, CI: -8.12, -4.03)","-9.03 (1.09, CI: -11.15, -6.89)","-12.04 (1.17, CI: -14.4, -9.8)","-15.04 (1.25, CI: -17.42, -12.51)","-17.81 (1.34, CI: -20.35, -15.09)","-20.23 (1.44, CI: -23.05, -17.42)","-22.19 (1.51, CI: -25.04, -19.11)","-23.73 (1.59, CI: -26.85, -20.61)","-24.91 (1.67, CI: -28.3, -21.76)","-25.72 (1.74, CI: -29.17, -22.36)","-26.29 (1.8, CI: -29.82, -22.77)","-26.67 (1.89, CI: -30.24, -22.82)","-218.03 (16.12, CI: -249.62, -186.44)","7.07",NA,"Yes"
