"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"79","-0.03 (0.23, CI: -0.49, 0.4)","-4.01 (0.28, CI: -4.56, -3.47)","-7.78 (0.47, CI: -8.72, -6.86)","-11.17 (0.65, CI: -12.38, -9.85)","-14.14 (0.81, CI: -15.77, -12.59)","-16.7 (0.95, CI: -18.68, -14.94)","-18.88 (1.07, CI: -20.98, -16.8)","-20.71 (1.16, CI: -23.1, -18.58)","-22.24 (1.24, CI: -24.81, -19.94)","-23.49 (1.32, CI: -26.09, -20.91)","-24.54 (1.4, CI: -27.4, -21.91)","-25.4 (1.48, CI: -28.39, -22.6)","-26.14 (1.55, CI: -29.18, -23.09)","-202.18 (11.22, CI: -225.35, -181.36)","0.92",NA,"Yes"
"127","-0.04 (0.23, CI: -0.49, 0.43)","-4.01 (0.27, CI: -4.54, -3.47)","-7.78 (0.47, CI: -8.72, -6.88)","-11.17 (0.64, CI: -12.41, -9.89)","-14.13 (0.81, CI: -15.76, -12.58)","-16.69 (0.95, CI: -18.55, -14.81)","-18.86 (1.07, CI: -21.05, -16.86)","-20.7 (1.16, CI: -23.15, -18.6)","-22.23 (1.24, CI: -24.92, -20.06)","-23.49 (1.3, CI: -26.18, -21.07)","-24.54 (1.37, CI: -27.23, -21.84)","-25.41 (1.44, CI: -28.21, -22.55)","-26.16 (1.52, CI: -29.2, -23.24)","-202.11 (11.03, CI: -225.43, -182.19)","0.92",NA,"Yes"
"98","0.04 (0.28, CI: -0.53, 0.58)","-0.77 (0.26, CI: -1.28, -0.27)","-1.38 (0.32, CI: -2, -0.74)","-1.66 (0.38, CI: -2.4, -0.92)","-1.78 (0.45, CI: -2.68, -0.9)","-1.96 (0.54, CI: -2.97, -0.86)","-2.2 (0.63, CI: -3.43, -0.98)","-2.47 (0.73, CI: -3.85, -1.01)","-2.69 (0.83, CI: -4.32, -1.08)","-2.8 (0.92, CI: -4.66, -1.06)","-2.82 (1, CI: -4.73, -0.82)","-2.77 (1.08, CI: -4.75, -0.52)","-2.66 (1.17, CI: -4.88, -0.28)","-24.62 (7.31, CI: -39.19, -10.55)","1.53",NA,"Yes"
"97","-0.02 (0.43, CI: -0.85, 0.84)","-4.02 (0.42, CI: -4.82, -3.18)","-7.78 (0.51, CI: -8.74, -6.73)","-11.16 (0.59, CI: -12.26, -9.95)","-14.11 (0.69, CI: -15.35, -12.63)","-16.66 (0.83, CI: -18.19, -14.95)","-18.84 (0.96, CI: -20.65, -16.88)","-20.69 (1.1, CI: -22.79, -18.5)","-22.23 (1.24, CI: -24.51, -19.64)","-23.49 (1.38, CI: -26.13, -20.72)","-24.52 (1.51, CI: -27.43, -21.51)","-25.38 (1.64, CI: -28.5, -22.07)","-26.13 (1.79, CI: -29.4, -22.38)","-201.9 (11.4, CI: -223.84, -179.15)","2.44",NA,"Yes"
"91","0.18 (0.21, CI: -0.24, 0.58)","-3.72 (0.27, CI: -4.22, -3.15)","-7.51 (0.47, CI: -8.47, -6.62)","-11.04 (0.66, CI: -12.29, -9.7)","-14.19 (0.82, CI: -15.81, -12.6)","-16.92 (0.98, CI: -18.85, -15.01)","-19.14 (1.11, CI: -21.41, -17.05)","-20.85 (1.2, CI: -23.24, -18.53)","-22.21 (1.28, CI: -24.74, -19.72)","-23.36 (1.35, CI: -25.92, -20.61)","-24.39 (1.39, CI: -27.04, -21.59)","-25.31 (1.44, CI: -28.11, -22.48)","-26.18 (1.5, CI: -29.24, -23.36)","-201.63 (11.3, CI: -222.96, -178.68)","0.18",NA,"Yes"
"110","0.05 (0.26, CI: -0.43, 0.58)","-0.81 (0.24, CI: -1.26, -0.32)","-1.53 (0.33, CI: -2.19, -0.88)","-1.94 (0.41, CI: -2.71, -1.12)","-2.03 (0.47, CI: -2.97, -1.11)","-1.99 (0.58, CI: -3.13, -0.86)","-2.09 (0.68, CI: -3.51, -0.85)","-2.42 (0.75, CI: -3.86, -0.9)","-2.82 (0.84, CI: -4.5, -1.19)","-3.13 (0.94, CI: -5.04, -1.35)","-3.23 (1.04, CI: -5.36, -1.29)","-3.15 (1.11, CI: -5.34, -0.99)","-2.93 (1.22, CI: -5.37, -0.58)","-26.5 (7.52, CI: -41.14, -11.67)","0.47",NA,"Yes"
"115","0.18 (0.22, CI: -0.28, 0.57)","-3.72 (0.27, CI: -4.24, -3.17)","-7.48 (0.47, CI: -8.43, -6.57)","-11 (0.67, CI: -12.32, -9.7)","-14.17 (0.83, CI: -15.85, -12.58)","-16.9 (0.99, CI: -18.88, -15.02)","-19.1 (1.12, CI: -21.32, -16.92)","-20.82 (1.22, CI: -23.21, -18.42)","-22.18 (1.3, CI: -24.87, -19.78)","-23.3 (1.36, CI: -26, -20.65)","-24.33 (1.41, CI: -27.16, -21.64)","-25.29 (1.47, CI: -28.12, -22.36)","-26.15 (1.55, CI: -29.29, -23.22)","-201.31 (11.6, CI: -224.47, -178.99)","0.19",NA,"Yes"
"116","0.04 (0.18, CI: -0.29, 0.4)","-0.79 (0.21, CI: -1.2, -0.39)","-1.48 (0.33, CI: -2.09, -0.81)","-1.9 (0.43, CI: -2.69, -0.99)","-2 (0.53, CI: -3, -0.91)","-1.99 (0.63, CI: -3.14, -0.66)","-2.11 (0.71, CI: -3.48, -0.69)","-2.45 (0.77, CI: -3.95, -0.94)","-2.84 (0.83, CI: -4.39, -1.16)","-3.1 (0.89, CI: -4.77, -1.26)","-3.1 (0.94, CI: -4.84, -1.14)","-2.89 (1, CI: -4.88, -0.95)","-2.51 (1.09, CI: -4.69, -0.43)","-25.9 (7.29, CI: -40.32, -11.75)","0.15",NA,"Yes"
"56","0.04 (0.17, CI: -0.29, 0.37)","-0.78 (0.18, CI: -1.13, -0.43)","-1.38 (0.3, CI: -1.99, -0.8)","-1.64 (0.41, CI: -2.41, -0.79)","-1.74 (0.52, CI: -2.7, -0.66)","-1.93 (0.6, CI: -3.14, -0.79)","-2.21 (0.67, CI: -3.57, -0.94)","-2.49 (0.74, CI: -3.9, -1.02)","-2.72 (0.8, CI: -4.38, -1.25)","-2.81 (0.86, CI: -4.47, -1.11)","-2.72 (0.92, CI: -4.58, -0.97)","-2.51 (0.99, CI: -4.41, -0.53)","-2.23 (1.08, CI: -4.44, -0.22)","-24.03 (7.13, CI: -39.01, -11.06)","0.29",NA,"Yes"
"55","-0.04 (0.23, CI: -0.47, 0.43)","-4.01 (0.28, CI: -4.55, -3.46)","-7.78 (0.47, CI: -8.66, -6.82)","-11.17 (0.65, CI: -12.46, -9.9)","-14.14 (0.82, CI: -15.77, -12.56)","-16.71 (0.96, CI: -18.53, -14.75)","-18.89 (1.08, CI: -20.94, -16.72)","-20.72 (1.17, CI: -22.87, -18.28)","-22.25 (1.26, CI: -24.64, -19.72)","-23.51 (1.33, CI: -26.09, -20.89)","-24.53 (1.4, CI: -27.36, -21.89)","-25.39 (1.47, CI: -28.33, -22.56)","-26.13 (1.55, CI: -29.14, -23.06)","-202.19 (11.2, CI: -223.05, -179.16)","0.93",NA,"Yes"
"128","0.04 (0.17, CI: -0.3, 0.38)","-0.78 (0.17, CI: -1.15, -0.46)","-1.38 (0.3, CI: -1.97, -0.79)","-1.63 (0.42, CI: -2.43, -0.8)","-1.74 (0.52, CI: -2.76, -0.72)","-1.93 (0.61, CI: -3.11, -0.73)","-2.21 (0.68, CI: -3.5, -0.85)","-2.51 (0.74, CI: -3.94, -1.03)","-2.73 (0.81, CI: -4.22, -1.06)","-2.81 (0.87, CI: -4.53, -1.12)","-2.71 (0.93, CI: -4.56, -0.93)","-2.51 (1, CI: -4.42, -0.48)","-2.25 (1.11, CI: -4.34, 0.02)","-24 (7.17, CI: -38.18, -10.09)","0.29",NA,"Yes"
"50","0.04 (0.28, CI: -0.49, 0.61)","-0.78 (0.25, CI: -1.26, -0.27)","-1.38 (0.32, CI: -2.05, -0.82)","-1.67 (0.37, CI: -2.37, -0.93)","-1.79 (0.44, CI: -2.64, -0.9)","-1.97 (0.54, CI: -3.02, -0.91)","-2.23 (0.62, CI: -3.46, -1.02)","-2.49 (0.71, CI: -3.92, -1.12)","-2.71 (0.81, CI: -4.33, -1.15)","-2.84 (0.9, CI: -4.65, -1.13)","-2.85 (0.98, CI: -4.79, -0.96)","-2.8 (1.07, CI: -4.96, -0.76)","-2.7 (1.17, CI: -5.06, -0.49)","-24.89 (7.23, CI: -39.88, -11.54)","1.53",NA,"Yes"
"74","0.04 (0.28, CI: -0.51, 0.6)","-0.78 (0.26, CI: -1.27, -0.26)","-1.38 (0.32, CI: -1.97, -0.71)","-1.67 (0.38, CI: -2.37, -0.9)","-1.78 (0.45, CI: -2.68, -0.91)","-1.95 (0.54, CI: -3.03, -0.9)","-2.2 (0.63, CI: -3.47, -1.01)","-2.47 (0.73, CI: -3.92, -1.07)","-2.69 (0.83, CI: -4.28, -1.02)","-2.81 (0.92, CI: -4.55, -0.95)","-2.83 (1, CI: -4.75, -0.82)","-2.76 (1.08, CI: -4.92, -0.69)","-2.66 (1.18, CI: -5, -0.37)","-24.68 (7.43, CI: -38.94, -9.8)","1.53",NA,"Yes"
"80","0.04 (0.17, CI: -0.29, 0.39)","-0.77 (0.18, CI: -1.14, -0.43)","-1.36 (0.3, CI: -1.94, -0.74)","-1.61 (0.42, CI: -2.42, -0.79)","-1.71 (0.53, CI: -2.73, -0.66)","-1.89 (0.62, CI: -3.15, -0.73)","-2.17 (0.69, CI: -3.62, -0.91)","-2.46 (0.76, CI: -3.97, -0.98)","-2.7 (0.83, CI: -4.32, -1.08)","-2.78 (0.89, CI: -4.6, -1.12)","-2.67 (0.95, CI: -4.58, -0.87)","-2.47 (1.02, CI: -4.52, -0.53)","-2.2 (1.09, CI: -4.47, -0.2)","-23.71 (7.37, CI: -38.27, -9.37)","0.29",NA,"Yes"
"67","0.18 (0.21, CI: -0.2, 0.63)","-3.7 (0.28, CI: -4.21, -3.12)","-7.46 (0.5, CI: -8.35, -6.41)","-10.97 (0.69, CI: -12.34, -9.63)","-14.13 (0.87, CI: -15.83, -12.44)","-16.86 (1.02, CI: -18.79, -14.78)","-19.07 (1.15, CI: -21.23, -16.74)","-20.78 (1.24, CI: -23.18, -18.33)","-22.13 (1.31, CI: -24.67, -19.53)","-23.27 (1.38, CI: -26.02, -20.6)","-24.3 (1.43, CI: -27.05, -21.45)","-25.23 (1.48, CI: -28.13, -22.35)","-26.1 (1.52, CI: -29.17, -23.19)","-200.88 (11.63, CI: -223.5, -177.9)","0.19",NA,"Yes"
"104","0.04 (0.18, CI: -0.31, 0.38)","-0.78 (0.18, CI: -1.14, -0.44)","-1.39 (0.31, CI: -1.98, -0.78)","-1.64 (0.42, CI: -2.44, -0.78)","-1.74 (0.53, CI: -2.78, -0.7)","-1.92 (0.61, CI: -3.14, -0.73)","-2.2 (0.68, CI: -3.52, -0.84)","-2.5 (0.74, CI: -4, -1.11)","-2.71 (0.78, CI: -4.3, -1.23)","-2.78 (0.84, CI: -4.46, -1.16)","-2.7 (0.91, CI: -4.39, -0.84)","-2.48 (0.99, CI: -4.31, -0.45)","-2.2 (1.07, CI: -4.27, -0.06)","-23.87 (7.06, CI: -37.37, -9.69)","0.29",NA,"Yes"
"103","-0.03 (0.24, CI: -0.5, 0.44)","-3.99 (0.28, CI: -4.54, -3.45)","-7.74 (0.46, CI: -8.63, -6.82)","-11.11 (0.64, CI: -12.36, -9.86)","-14.05 (0.8, CI: -15.7, -12.55)","-16.6 (0.94, CI: -18.53, -14.83)","-18.78 (1.06, CI: -21.01, -16.86)","-20.61 (1.16, CI: -22.98, -18.44)","-22.13 (1.25, CI: -24.62, -19.73)","-23.4 (1.32, CI: -26.05, -20.89)","-24.41 (1.38, CI: -27.19, -21.77)","-25.25 (1.45, CI: -28.21, -22.51)","-25.99 (1.53, CI: -28.99, -22.98)","-201.2 (11.21, CI: -223.27, -179.33)","0.92",NA,"Yes"
"73","-0.02 (0.42, CI: -0.82, 0.81)","-4 (0.39, CI: -4.8, -3.25)","-7.77 (0.5, CI: -8.79, -6.83)","-11.14 (0.59, CI: -12.34, -10.01)","-14.09 (0.72, CI: -15.51, -12.7)","-16.63 (0.86, CI: -18.29, -14.94)","-18.81 (0.99, CI: -20.88, -17)","-20.67 (1.13, CI: -22.95, -18.52)","-22.21 (1.28, CI: -24.76, -19.74)","-23.47 (1.42, CI: -26.32, -20.76)","-24.5 (1.56, CI: -27.58, -21.47)","-25.36 (1.7, CI: -28.82, -22.17)","-26.11 (1.85, CI: -29.73, -22.48)","-201.8 (11.81, CI: -225.03, -178.75)","2.45",NA,"Yes"
"49","-0.03 (0.41, CI: -0.85, 0.78)","-4.02 (0.41, CI: -4.8, -3.21)","-7.79 (0.51, CI: -8.8, -6.82)","-11.14 (0.6, CI: -12.25, -9.9)","-14.09 (0.73, CI: -15.64, -12.77)","-16.64 (0.87, CI: -18.24, -14.82)","-18.84 (1, CI: -20.81, -16.87)","-20.67 (1.13, CI: -22.95, -18.53)","-22.21 (1.27, CI: -24.75, -19.77)","-23.48 (1.42, CI: -26.26, -20.7)","-24.53 (1.56, CI: -27.58, -21.47)","-25.39 (1.69, CI: -28.63, -21.99)","-26.15 (1.85, CI: -29.75, -22.51)","-201.88 (11.79, CI: -225.69, -179.47)","2.45",NA,"Yes"
"31","-0.03 (0.23, CI: -0.51, 0.41)","-4 (0.28, CI: -4.56, -3.47)","-7.76 (0.47, CI: -8.61, -6.76)","-11.13 (0.66, CI: -12.39, -9.82)","-14.1 (0.82, CI: -15.71, -12.48)","-16.66 (0.96, CI: -18.44, -14.67)","-18.84 (1.08, CI: -20.88, -16.67)","-20.67 (1.17, CI: -22.94, -18.36)","-22.19 (1.26, CI: -24.53, -19.6)","-23.43 (1.34, CI: -26.16, -20.88)","-24.44 (1.42, CI: -27.3, -21.72)","-25.29 (1.51, CI: -28.2, -22.3)","-26.04 (1.6, CI: -29.02, -22.76)","-201.56 (11.36, CI: -222.48, -177.96)","0.92",NA,"Yes"
"32","0.04 (0.17, CI: -0.31, 0.37)","-0.78 (0.18, CI: -1.13, -0.42)","-1.38 (0.3, CI: -1.97, -0.78)","-1.62 (0.42, CI: -2.44, -0.8)","-1.73 (0.52, CI: -2.72, -0.67)","-1.92 (0.61, CI: -3.12, -0.72)","-2.2 (0.68, CI: -3.54, -0.86)","-2.5 (0.75, CI: -3.97, -1.03)","-2.75 (0.81, CI: -4.4, -1.22)","-2.81 (0.88, CI: -4.59, -1.15)","-2.72 (0.94, CI: -4.53, -0.85)","-2.51 (1, CI: -4.58, -0.67)","-2.24 (1.09, CI: -4.31, -0.05)","-24 (7.21, CI: -38.26, -10.02)","0.28",NA,"Yes"
"133","0.19 (0.37, CI: -0.53, 0.93)","-3.73 (0.36, CI: -4.46, -3.03)","-7.51 (0.48, CI: -8.45, -6.56)","-11.02 (0.59, CI: -12.16, -9.85)","-14.16 (0.67, CI: -15.47, -12.82)","-16.85 (0.81, CI: -18.34, -15.16)","-19.03 (0.94, CI: -20.86, -17.16)","-20.73 (1.04, CI: -22.81, -18.73)","-22.1 (1.17, CI: -24.39, -19.81)","-23.24 (1.31, CI: -25.89, -20.77)","-24.24 (1.43, CI: -26.92, -21.32)","-25.13 (1.54, CI: -28.29, -22.23)","-25.97 (1.66, CI: -29.11, -22.61)","-200.64 (10.5, CI: -221.49, -180.32)","1.03",NA,"Yes"
"68","0.04 (0.17, CI: -0.31, 0.37)","-0.8 (0.2, CI: -1.2, -0.41)","-1.49 (0.33, CI: -2.16, -0.85)","-1.92 (0.45, CI: -2.77, -0.99)","-2.03 (0.56, CI: -3.1, -0.91)","-2.03 (0.67, CI: -3.27, -0.65)","-2.16 (0.75, CI: -3.59, -0.64)","-2.5 (0.82, CI: -4.05, -0.85)","-2.88 (0.87, CI: -4.48, -1.09)","-3.15 (0.93, CI: -4.95, -1.33)","-3.15 (0.98, CI: -5.02, -1.16)","-2.92 (1.05, CI: -4.95, -0.85)","-2.57 (1.13, CI: -4.71, -0.28)","-26.34 (7.67, CI: -41.2, -11.13)","0.15",NA,"Yes"
"122","0.04 (0.28, CI: -0.52, 0.58)","-0.78 (0.25, CI: -1.28, -0.29)","-1.39 (0.32, CI: -2.02, -0.77)","-1.66 (0.38, CI: -2.41, -0.94)","-1.79 (0.46, CI: -2.74, -0.92)","-1.96 (0.55, CI: -2.97, -0.82)","-2.21 (0.64, CI: -3.42, -0.93)","-2.48 (0.73, CI: -3.92, -1.05)","-2.71 (0.84, CI: -4.21, -0.93)","-2.83 (0.93, CI: -4.53, -0.91)","-2.84 (1.01, CI: -4.69, -0.73)","-2.78 (1.09, CI: -4.91, -0.62)","-2.67 (1.2, CI: -5.02, -0.32)","-24.71 (7.5, CI: -38.54, -9.16)","1.54",NA,"Yes"
"109","0.19 (0.37, CI: -0.52, 0.92)","-3.74 (0.37, CI: -4.46, -3.03)","-7.51 (0.5, CI: -8.54, -6.57)","-11 (0.62, CI: -12.23, -9.81)","-14.13 (0.72, CI: -15.63, -12.8)","-16.79 (0.85, CI: -18.43, -15.1)","-18.98 (0.98, CI: -20.94, -17.08)","-20.69 (1.1, CI: -22.85, -18.53)","-22.05 (1.24, CI: -24.48, -19.61)","-23.21 (1.39, CI: -26, -20.57)","-24.22 (1.52, CI: -27.17, -21.21)","-25.14 (1.64, CI: -28.34, -21.9)","-25.95 (1.78, CI: -29.39, -22.41)","-200.27 (11.32, CI: -223.2, -178.82)","1.03",NA,"Yes"
"163","0.24 (0.39, CI: -0.51, 0.98)","-4.03 (0.37, CI: -4.74, -3.29)","-7.79 (0.48, CI: -8.69, -6.86)","-11.12 (0.56, CI: -12.2, -10.01)","-14.09 (0.66, CI: -15.39, -12.81)","-16.68 (0.79, CI: -18.23, -15.11)","-18.84 (0.93, CI: -20.67, -16.96)","-20.59 (1.06, CI: -22.67, -18.48)","-22.05 (1.21, CI: -24.38, -19.62)","-23.36 (1.36, CI: -25.97, -20.69)","-24.53 (1.52, CI: -27.4, -21.51)","-25.48 (1.65, CI: -28.59, -22.19)","-26.12 (1.77, CI: -29.47, -22.59)","-201.49 (10.76, CI: -222.25, -180.35)","1.02","1.07","Yes"
"199","0.24 (0.39, CI: -0.5, 1.02)","-4.04 (0.36, CI: -4.74, -3.34)","-7.81 (0.47, CI: -8.73, -6.89)","-11.15 (0.56, CI: -12.23, -10.03)","-14.12 (0.66, CI: -15.41, -12.79)","-16.7 (0.8, CI: -18.28, -15.11)","-18.87 (0.94, CI: -20.7, -16.99)","-20.62 (1.07, CI: -22.68, -18.49)","-22.09 (1.21, CI: -24.44, -19.68)","-23.41 (1.37, CI: -26.09, -20.68)","-24.58 (1.53, CI: -27.57, -21.59)","-25.54 (1.66, CI: -28.85, -22.26)","-26.18 (1.78, CI: -29.73, -22.7)","-201.9 (10.81, CI: -223.02, -180.22)","1.01","1.07","Yes"
"151","0.24 (0.38, CI: -0.52, 0.95)","-4.03 (0.36, CI: -4.75, -3.31)","-7.79 (0.47, CI: -8.71, -6.85)","-11.13 (0.56, CI: -12.24, -10.03)","-14.1 (0.66, CI: -15.38, -12.83)","-16.7 (0.81, CI: -18.28, -15.14)","-18.87 (0.95, CI: -20.72, -17.02)","-20.62 (1.08, CI: -22.7, -18.54)","-22.09 (1.22, CI: -24.46, -19.72)","-23.4 (1.37, CI: -26.1, -20.74)","-24.57 (1.53, CI: -27.59, -21.62)","-25.52 (1.67, CI: -28.79, -22.29)","-26.16 (1.81, CI: -29.69, -22.63)","-201.79 (10.88, CI: -222.83, -180.69)","1","1.07","Yes"
"200","-0.02 (0.26, CI: -0.54, 0.48)","-0.82 (0.24, CI: -1.3, -0.36)","-1.39 (0.32, CI: -2.04, -0.77)","-1.77 (0.39, CI: -2.52, -1)","-2 (0.46, CI: -2.89, -1.09)","-2.16 (0.56, CI: -3.22, -1.02)","-2.34 (0.66, CI: -3.6, -0.98)","-2.56 (0.75, CI: -3.99, -1.03)","-2.79 (0.86, CI: -4.42, -1.07)","-2.99 (0.97, CI: -4.87, -1.05)","-3.12 (1.08, CI: -5.19, -0.98)","-3.14 (1.17, CI: -5.36, -0.81)","-3.01 (1.27, CI: -5.41, -0.48)","-26.57 (7.58, CI: -41.34, -11.42)","0.42","0.75","Yes"
"187","0.23 (0.37, CI: -0.51, 0.94)","-4.04 (0.36, CI: -4.74, -3.31)","-7.8 (0.48, CI: -8.72, -6.85)","-11.14 (0.56, CI: -12.24, -10.04)","-14.11 (0.66, CI: -15.38, -12.86)","-16.71 (0.8, CI: -18.3, -15.13)","-18.87 (0.94, CI: -20.74, -16.99)","-20.62 (1.06, CI: -22.78, -18.5)","-22.08 (1.21, CI: -24.6, -19.7)","-23.38 (1.37, CI: -26.16, -20.74)","-24.55 (1.53, CI: -27.61, -21.58)","-25.5 (1.66, CI: -28.8, -22.3)","-26.15 (1.78, CI: -29.75, -22.71)","-201.77 (10.82, CI: -223.42, -180.8)","0.99","1.07","Yes"
"164","-0.01 (0.26, CI: -0.52, 0.5)","-0.82 (0.24, CI: -1.32, -0.36)","-1.39 (0.32, CI: -2.04, -0.81)","-1.78 (0.38, CI: -2.54, -1.06)","-2.02 (0.45, CI: -2.93, -1.13)","-2.19 (0.56, CI: -3.3, -1.1)","-2.37 (0.66, CI: -3.68, -1.09)","-2.59 (0.75, CI: -4.09, -1.15)","-2.82 (0.85, CI: -4.53, -1.2)","-3.03 (0.95, CI: -4.97, -1.17)","-3.16 (1.06, CI: -5.32, -1.09)","-3.19 (1.15, CI: -5.53, -0.94)","-3.07 (1.26, CI: -5.57, -0.62)","-26.9 (7.49, CI: -41.97, -12.43)","0.43","0.75","Yes"
"175","0.23 (0.39, CI: -0.52, 1)","-4.05 (0.36, CI: -4.76, -3.35)","-7.82 (0.47, CI: -8.73, -6.9)","-11.15 (0.55, CI: -12.25, -10.07)","-14.13 (0.65, CI: -15.45, -12.88)","-16.72 (0.8, CI: -18.32, -15.18)","-18.89 (0.94, CI: -20.79, -17.08)","-20.65 (1.06, CI: -22.72, -18.62)","-22.12 (1.2, CI: -24.49, -19.83)","-23.44 (1.36, CI: -26.12, -20.81)","-24.61 (1.52, CI: -27.62, -21.68)","-25.57 (1.66, CI: -28.85, -22.37)","-26.21 (1.78, CI: -29.73, -22.83)","-202.14 (10.75, CI: -223.38, -181.69)","0.97","1.07","Yes"
"152","-0.01 (0.26, CI: -0.55, 0.51)","-0.82 (0.25, CI: -1.33, -0.36)","-1.39 (0.33, CI: -2.06, -0.77)","-1.77 (0.39, CI: -2.55, -1.02)","-2.01 (0.46, CI: -2.9, -1.1)","-2.17 (0.56, CI: -3.26, -1.09)","-2.35 (0.66, CI: -3.62, -1.06)","-2.57 (0.75, CI: -4.03, -1.1)","-2.79 (0.85, CI: -4.42, -1.13)","-2.99 (0.97, CI: -4.86, -1.1)","-3.13 (1.08, CI: -5.19, -1.08)","-3.15 (1.18, CI: -5.39, -0.93)","-3.02 (1.27, CI: -5.46, -0.55)","-26.65 (7.57, CI: -41.47, -12.09)","0.43","0.75","Yes"
"188","-0.02 (0.27, CI: -0.54, 0.52)","-0.82 (0.25, CI: -1.31, -0.37)","-1.39 (0.32, CI: -2.05, -0.78)","-1.78 (0.38, CI: -2.52, -1.03)","-2.01 (0.46, CI: -2.88, -1.09)","-2.17 (0.56, CI: -3.27, -1.05)","-2.35 (0.66, CI: -3.62, -1.02)","-2.57 (0.75, CI: -4.02, -1.05)","-2.8 (0.86, CI: -4.44, -1.06)","-3 (0.97, CI: -4.85, -1.04)","-3.13 (1.08, CI: -5.23, -0.97)","-3.15 (1.17, CI: -5.43, -0.84)","-3.02 (1.27, CI: -5.48, -0.47)","-26.69 (7.56, CI: -41.19, -11.53)","0.42","0.75","Yes"
"176","-0.01 (0.27, CI: -0.54, 0.51)","-0.82 (0.25, CI: -1.31, -0.33)","-1.39 (0.32, CI: -2.04, -0.77)","-1.77 (0.38, CI: -2.54, -1.06)","-2.01 (0.45, CI: -2.91, -1.14)","-2.17 (0.56, CI: -3.29, -1.06)","-2.34 (0.66, CI: -3.64, -1.04)","-2.56 (0.75, CI: -4.02, -1.09)","-2.78 (0.85, CI: -4.47, -1.14)","-2.97 (0.96, CI: -4.88, -1.12)","-3.1 (1.06, CI: -5.2, -1.04)","-3.12 (1.16, CI: -5.4, -0.86)","-3 (1.26, CI: -5.43, -0.57)","-26.55 (7.52, CI: -41.49, -12.03)","0.42","0.75","Yes"
"40","-1.1 (1.05, CI: -3.18, 0.95)","-2.19 (0.91, CI: -3.91, -0.33)","-3.08 (0.9, CI: -4.75, -1.24)","-3.67 (0.9, CI: -5.34, -1.8)","-4.13 (0.97, CI: -5.96, -2.17)","-4.61 (1.09, CI: -6.73, -2.47)","-5.24 (1.23, CI: -7.72, -2.88)","-5.9 (1.4, CI: -8.75, -3.26)","-6.43 (1.57, CI: -9.38, -3.22)","-6.66 (1.75, CI: -10.04, -3.18)","-6.58 (1.95, CI: -10.24, -2.61)","-6.3 (2.13, CI: -10.4, -2.04)","-5.85 (2.36, CI: -10.32, -1.08)","-58.14 (14.53, CI: -85.57, -28.63)","7.51",NA,"Yes"
"138","-1.62 (1.41, CI: -4.43, 1.1)","-2.53 (1.2, CI: -4.93, -0.23)","-3.41 (1.14, CI: -5.71, -1.25)","-4.2 (1.13, CI: -6.48, -2.04)","-4.97 (1.18, CI: -7.33, -2.7)","-5.79 (1.3, CI: -8.3, -3.19)","-6.63 (1.45, CI: -9.35, -3.68)","-7.44 (1.61, CI: -10.5, -4.19)","-8.06 (1.81, CI: -11.29, -4.17)","-8.42 (2.02, CI: -12.26, -4.33)","-8.48 (2.23, CI: -12.73, -3.98)","-8.34 (2.48, CI: -13.03, -3.33)","-8.07 (2.73, CI: -13.27, -2.58)","-73.05 (17.09, CI: -104.9, -37.92)","9.97",NA,"Yes"
"54","-1.69 (1.42, CI: -4.21, 1.36)","-2.6 (1.21, CI: -4.82, -0.09)","-3.46 (1.13, CI: -5.62, -1.18)","-4.23 (1.1, CI: -6.33, -2.02)","-4.97 (1.16, CI: -7.38, -2.82)","-5.75 (1.29, CI: -8.21, -3.15)","-6.59 (1.43, CI: -9.44, -3.84)","-7.39 (1.6, CI: -10.66, -4.4)","-7.99 (1.79, CI: -11.4, -4.37)","-8.31 (2.01, CI: -12.12, -4.25)","-8.37 (2.24, CI: -12.98, -4.2)","-8.25 (2.48, CI: -13.24, -3.53)","-7.95 (2.75, CI: -13.48, -2.7)","-72.47 (16.93, CI: -103.84, -37.46)","9.96",NA,"Yes"
"42","-1.7 (1.36, CI: -4.27, 1.06)","-2.59 (1.17, CI: -4.91, -0.33)","-3.45 (1.11, CI: -5.65, -1.31)","-4.23 (1.1, CI: -6.26, -1.96)","-4.95 (1.14, CI: -7.25, -2.78)","-5.75 (1.26, CI: -8.32, -3.38)","-6.61 (1.43, CI: -9.4, -3.8)","-7.42 (1.6, CI: -10.37, -4.09)","-8.03 (1.82, CI: -11.53, -4.4)","-8.36 (2.04, CI: -12.17, -4.17)","-8.39 (2.27, CI: -12.79, -3.88)","-8.23 (2.52, CI: -13.25, -3.37)","-7.94 (2.79, CI: -13.37, -2.43)","-72.8 (16.94, CI: -103.98, -37.59)","9.97",NA,"Yes"
